case,k,rank_source,point_id,num_observation,noise_std,rel_l2,reliability_raw_recal,training_stability_recal,structural_stability_recal,set_relation
stokes_poiseuille,30,rel_l2_topk,obs12_noise125,12,0.125,0.0331441685557365,0.6518923296654238,0.555017506420256,0.5890402723044443,overlap
stokes_poiseuille,30,rel_l2_topk,obs12_noise100,12,0.1,0.0320701673626899,0.7111811786860197,0.6323418042216096,0.6456560514334834,overlap
stokes_poiseuille,30,rel_l2_topk,obs10_noise125,10,0.125,0.0318016149103641,0.812399211543626,0.690257736547735,0.9543485833811556,overlap
stokes_poiseuille,30,rel_l2_topk,obs8_noise050,8,0.05,0.0313751585781574,0.9187378886415428,0.9537698864892166,0.9533705873114982,rel_only
stokes_poiseuille,30,rel_l2_topk,obs24_noise200,24,0.2,0.0311704762279987,0.6124891038064144,0.5528765499089171,0.2244363863586475,overlap
stokes_poiseuille,30,rel_l2_topk,obs6_noise000,6,0.0,0.0310354251414537,0.5760012922480252,0.5503259063903274,0.426100948699654,overlap
stokes_poiseuille,30,rel_l2_topk,obs12_noise050,12,0.05,0.0306641403585672,0.7954345358502969,0.7537647626903871,0.7439621141935606,overlap
stokes_poiseuille,30,rel_l2_topk,obs10_noise100,10,0.1,0.0303865447640419,0.8548382800435814,0.7604138900984809,0.9525738752602472,rel_only
stokes_poiseuille,30,rel_l2_topk,obs12_noise000,12,0.0,0.0303847882896661,0.8388467471513057,0.8231524016307314,0.815242534421352,overlap
stokes_poiseuille,30,rel_l2_topk,obs24_noise175,24,0.175,0.0299968179315328,0.6922682209408416,0.6807399593712556,0.3432402388481222,overlap
stokes_poiseuille,30,rel_l2_topk,obs16_noise000,16,0.0,0.029774434864521,0.9100015306365262,0.9668762583707572,0.8957721875963082,rel_only
stokes_poiseuille,30,rel_l2_topk,obs24_noise150,24,0.15,0.0289832297712564,0.7603380059983341,0.7705712766718563,0.4755750572982779,overlap
stokes_poiseuille,30,rel_l2_topk,obs16_noise200,16,0.2,0.0288163721561431,0.5879788792774842,0.6035356712416313,0.0835125763858458,overlap
stokes_poiseuille,30,R_topk,obs6_noise200,6,0.2,0.0516169555485248,0.2790090840009687,0.3461669822581711,0.573899051300346,overlap
stokes_poiseuille,30,R_topk,obs8_noise200,8,0.2,0.0526181422173976,0.3101489293724224,0.54547496030042,0.576071285447203,overlap
stokes_poiseuille,30,R_topk,obs6_noise175,6,0.175,0.0483673773705959,0.368039758773961,0.5066664223322792,0.6890226531371281,overlap
stokes_poiseuille,30,R_topk,obs12_noise200,12,0.2,0.0377631522715091,0.4019578970611175,0.2694464512428685,0.3917411638563227,overlap
stokes_poiseuille,30,R_topk,obs8_noise175,8,0.175,0.0485267229378223,0.4304847153353903,0.7340372562526654,0.7049765082100687,overlap
stokes_poiseuille,30,R_topk,obs6_noise150,6,0.15,0.0452441722154617,0.4452142785914755,0.6296703806024737,0.7539883308400745,overlap
stokes_poiseuille,30,R_topk,obs12_noise175,12,0.175,0.0360220074653625,0.4954607422268418,0.3686083119769662,0.4645043214565761,overlap
stokes_poiseuille,30,R_topk,obs6_noise125,6,0.125,0.0422788485884666,0.5110321786914034,0.6944667803596655,0.7891812988900971,overlap
stokes_poiseuille,30,R_topk,obs10_noise200,10,0.2,0.0375454351305961,0.5473952605497631,0.2924054288296916,0.958424189775783,overlap
stokes_poiseuille,30,R_topk,obs8_noise150,8,0.15,0.0445965714752674,0.5608834783495058,0.8554388682064342,0.8035902203451382,overlap
stokes_poiseuille,30,R_topk,obs6_noise100,6,0.1,0.0394829995930194,0.5637341619110343,0.7139796344605636,0.7899197879444031,overlap
stokes_poiseuille,30,R_topk,obs6_noise000,6,0.0,0.0310354251414537,0.5760012922480252,0.5503259063903274,0.426100948699654,overlap
stokes_poiseuille,30,R_topk,obs12_noise150,12,0.15,0.0344741530716419,0.577468717639112,0.4655185270265189,0.5199893030922715,overlap
stokes_poiseuille,30,R_topk,obs16_noise200,16,0.2,0.0288163721561431,0.5879788792774842,0.6035356712416313,0.0835125763858458,overlap
stokes_poiseuille,30,R_topk,obs24_noise200,24,0.2,0.0311704762279987,0.6124891038064144,0.5528765499089171,0.2244363863586475,overlap
stokes_poiseuille,30,R_topk,obs6_noise050,6,0.05,0.0346102304756641,0.6200356230493873,0.6758822122693846,0.7012655855794475,overlap
stokes_poiseuille,30,R_topk,obs12_noise125,12,0.125,0.0331441685557365,0.6518923296654238,0.555017506420256,0.5890402723044443,overlap
stokes_poiseuille,30,R_topk,obs10_noise175,10,0.175,0.035425167530775,0.6544918163410114,0.4475220072998269,0.9568007497859838,overlap
stokes_poiseuille,30,R_topk,obs16_noise175,16,0.175,0.028298731893301,0.6792264014501406,0.7406971105406485,0.2509914913407227,R_only
stokes_poiseuille,30,R_topk,obs8_noise125,8,0.125,0.0408814772963523,0.6918694080243172,0.9164052549887906,0.864517596765115,overlap
stokes_poiseuille,30,R_topk,obs24_noise175,24,0.175,0.0299968179315328,0.6922682209408416,0.6807399593712556,0.3432402388481222,overlap
stokes_poiseuille,30,R_topk,obs12_noise100,12,0.1,0.0320701673626899,0.7111811786860197,0.6323418042216096,0.6456560514334834,overlap
stokes_poiseuille,30,R_topk,obs10_noise150,10,0.15,0.0334948748350143,0.7472794167318677,0.5878343488549433,0.9556850114376256,overlap
stokes_poiseuille,30,R_topk,obs24_noise150,24,0.15,0.0289832297712564,0.7603380059983341,0.7705712766718563,0.4755750572982779,overlap
stokes_poiseuille,30,R_topk,obs16_noise150,16,0.15,0.0279671307653188,0.7734687316337276,0.8338580190371528,0.4933337407389853,R_only
stokes_poiseuille,30,R_topk,obs12_noise050,12,0.05,0.0306641403585672,0.7954345358502969,0.7537647626903871,0.7439621141935606,overlap
stokes_poiseuille,30,R_topk,obs8_noise100,8,0.1,0.0373924821615219,0.8024945175226857,0.9434365896847678,0.9075801587930462,overlap
stokes_poiseuille,30,R_topk,obs10_noise125,10,0.125,0.0318016149103641,0.812399211543626,0.690257736547735,0.9543485833811556,overlap
stokes_poiseuille,30,R_topk,obs24_noise125,24,0.125,0.0281379502266645,0.8153311001644015,0.830394245976105,0.6018866958439875,R_only
stokes_poiseuille,30,R_topk,obs12_noise000,12,0.0,0.0303847882896661,0.8388467471513057,0.8231524016307314,0.815242534421352,overlap
burgers,10,rel_l2_topk,obs12_noise200,12,0.2,0.1055756136775016,0.2162797086933983,0.7429099916726679,0.0352409383053883,overlap
burgers,10,rel_l2_topk,obs32_noise175,32,0.175,0.0945163369178772,0.2006402344844697,0.568559226646762,0.0341126733830693,overlap
burgers,10,rel_l2_topk,obs12_noise150,12,0.15,0.0898107513785362,0.2503274575780306,0.5679922062653031,0.1484805932402967,overlap
burgers,10,rel_l2_topk,obs12_noise175,12,0.175,0.0887604355812072,0.3074981964685955,0.8298985934940867,0.1433248612275557,overlap
burgers,10,rel_l2_topk,obs16_noise125,16,0.125,0.0846471935510635,0.2950668259313798,0.8176134395460505,0.0292658920461937,overlap
burgers,10,rel_l2_topk,obs16_noise200,16,0.2,0.0821601822972297,0.2502802325513809,0.6216617632799474,0.0146703301761696,overlap
burgers,10,rel_l2_topk,obs8_noise200,8,0.2,0.0758985877037048,0.3476284571213304,0.866293461388924,0.0242491098461349,overlap
burgers,10,rel_l2_topk,obs8_noise175,8,0.175,0.0700483247637748,0.4130695932194146,0.8520239953426135,0.073985077200364,overlap
burgers,10,rel_l2_topk,obs12_noise125,12,0.125,0.0694000944495201,0.5734562587676886,0.9154883523252212,0.6099412121269784,rel_only
burgers,10,rel_l2_topk,obs16_noise175,16,0.175,0.06672353297472,0.4185939027746214,0.8227964848901693,0.0846118912338997,overlap
burgers,10,R_topk,obs32_noise175,32,0.175,0.0945163369178772,0.2006402344844697,0.568559226646762,0.0341126733830693,overlap
burgers,10,R_topk,obs12_noise200,12,0.2,0.1055756136775016,0.2162797086933983,0.7429099916726679,0.0352409383053883,overlap
burgers,10,R_topk,obs16_noise200,16,0.2,0.0821601822972297,0.2502802325513809,0.6216617632799474,0.0146703301761696,overlap
burgers,10,R_topk,obs12_noise150,12,0.15,0.0898107513785362,0.2503274575780306,0.5679922062653031,0.1484805932402967,overlap
burgers,10,R_topk,obs16_noise125,16,0.125,0.0846471935510635,0.2950668259313798,0.8176134395460505,0.0292658920461937,overlap
burgers,10,R_topk,obs12_noise175,12,0.175,0.0887604355812072,0.3074981964685955,0.8298985934940867,0.1433248612275557,overlap
burgers,10,R_topk,obs8_noise200,8,0.2,0.0758985877037048,0.3476284571213304,0.866293461388924,0.0242491098461349,overlap
burgers,10,R_topk,obs64_noise150,64,0.15,0.0563258007168769,0.4025152191526149,0.0490720544295266,0.5679222631983416,R_only
burgers,10,R_topk,obs8_noise175,8,0.175,0.0700483247637748,0.4130695932194146,0.8520239953426135,0.073985077200364,overlap
burgers,10,R_topk,obs16_noise175,16,0.175,0.06672353297472,0.4185939027746214,0.8227964848901693,0.0846118912338997,overlap
burgers,20,rel_l2_topk,obs12_noise200,12,0.2,0.1055756136775016,0.2162797086933983,0.7429099916726679,0.0352409383053883,overlap
burgers,20,rel_l2_topk,obs32_noise175,32,0.175,0.0945163369178772,0.2006402344844697,0.568559226646762,0.0341126733830693,overlap
burgers,20,rel_l2_topk,obs12_noise150,12,0.15,0.0898107513785362,0.2503274575780306,0.5679922062653031,0.1484805932402967,overlap
burgers,20,rel_l2_topk,obs12_noise175,12,0.175,0.0887604355812072,0.3074981964685955,0.8298985934940867,0.1433248612275557,overlap
burgers,20,rel_l2_topk,obs16_noise125,16,0.125,0.0846471935510635,0.2950668259313798,0.8176134395460505,0.0292658920461937,overlap
burgers,20,rel_l2_topk,obs16_noise200,16,0.2,0.0821601822972297,0.2502802325513809,0.6216617632799474,0.0146703301761696,overlap
burgers,20,rel_l2_topk,obs8_noise200,8,0.2,0.0758985877037048,0.3476284571213304,0.866293461388924,0.0242491098461349,overlap
burgers,20,rel_l2_topk,obs8_noise175,8,0.175,0.0700483247637748,0.4130695932194146,0.8520239953426135,0.073985077200364,overlap
burgers,20,rel_l2_topk,obs12_noise125,12,0.125,0.0694000944495201,0.5734562587676886,0.9154883523252212,0.6099412121269784,overlap
burgers,20,rel_l2_topk,obs16_noise175,16,0.175,0.06672353297472,0.4185939027746214,0.8227964848901693,0.0846118912338997,overlap
burgers,20,rel_l2_topk,obs24_noise200,24,0.2,0.0650337412953376,0.4957081661504406,0.3884152704468709,0.8699865345518482,overlap
burgers,20,rel_l2_topk,obs96_noise050,96,0.05,0.0622336640954017,0.4733061520895706,0.7073032288442918,0.5452389054054975,overlap
burgers,20,rel_l2_topk,obs32_noise200,32,0.2,0.0606919191777706,0.526611399823478,0.5576372307050006,0.4217471289958447,overlap
burgers,20,rel_l2_topk,obs32_noise150,32,0.15,0.0592198856174945,0.6716329507092096,0.7937455330619556,0.5722047016527367,rel_only
burgers,20,rel_l2_topk,obs16_noise000,16,0.0,0.0580012165009975,0.4971085598258535,0.6139308199538434,0.5139201674237617,overlap
burgers,20,rel_l2_topk,obs12_noise100,12,0.1,0.0568019561469554,0.7280760883500175,0.9284139555594096,0.7595928920324319,rel_only
burgers,20,rel_l2_topk,obs64_noise150,64,0.15,0.0563258007168769,0.4025152191526149,0.0490720544295266,0.5679222631983416,overlap
burgers,20,rel_l2_topk,obs8_noise150,8,0.15,0.0557237528264522,0.6092263618321264,0.9163387703342164,0.4216465195330178,overlap
burgers,20,rel_l2_topk,obs16_noise150,16,0.15,0.0550826266407966,0.4627117238976035,0.6060961862221239,0.2593083011520755,overlap
burgers,20,rel_l2_topk,obs12_noise075,12,0.075,0.0536110736429691,0.5883525851028937,0.2136313992126871,0.7877463681605478,overlap
burgers,20,R_topk,obs32_noise175,32,0.175,0.0945163369178772,0.2006402344844697,0.568559226646762,0.0341126733830693,overlap
burgers,20,R_topk,obs12_noise200,12,0.2,0.1055756136775016,0.2162797086933983,0.7429099916726679,0.0352409383053883,overlap
burgers,20,R_topk,obs16_noise200,16,0.2,0.0821601822972297,0.2502802325513809,0.6216617632799474,0.0146703301761696,overlap
burgers,20,R_topk,obs12_noise150,12,0.15,0.0898107513785362,0.2503274575780306,0.5679922062653031,0.1484805932402967,overlap
burgers,20,R_topk,obs16_noise125,16,0.125,0.0846471935510635,0.2950668259313798,0.8176134395460505,0.0292658920461937,overlap
burgers,20,R_topk,obs12_noise175,12,0.175,0.0887604355812072,0.3074981964685955,0.8298985934940867,0.1433248612275557,overlap
burgers,20,R_topk,obs8_noise200,8,0.2,0.0758985877037048,0.3476284571213304,0.866293461388924,0.0242491098461349,overlap
burgers,20,R_topk,obs64_noise150,64,0.15,0.0563258007168769,0.4025152191526149,0.0490720544295266,0.5679222631983416,overlap
burgers,20,R_topk,obs8_noise175,8,0.175,0.0700483247637748,0.4130695932194146,0.8520239953426135,0.073985077200364,overlap
burgers,20,R_topk,obs16_noise175,16,0.175,0.06672353297472,0.4185939027746214,0.8227964848901693,0.0846118912338997,overlap
burgers,20,R_topk,obs16_noise150,16,0.15,0.0550826266407966,0.4627117238976035,0.6060961862221239,0.2593083011520755,overlap
burgers,20,R_topk,obs96_noise050,96,0.05,0.0622336640954017,0.4733061520895706,0.7073032288442918,0.5452389054054975,overlap
burgers,20,R_topk,obs24_noise200,24,0.2,0.0650337412953376,0.4957081661504406,0.3884152704468709,0.8699865345518482,overlap
burgers,20,R_topk,obs16_noise000,16,0.0,0.0580012165009975,0.4971085598258535,0.6139308199538434,0.5139201674237617,overlap
burgers,20,R_topk,obs32_noise200,32,0.2,0.0606919191777706,0.526611399823478,0.5576372307050006,0.4217471289958447,overlap
burgers,20,R_topk,obs12_noise125,12,0.125,0.0694000944495201,0.5734562587676886,0.9154883523252212,0.6099412121269784,overlap
burgers,20,R_topk,obs12_noise075,12,0.075,0.0536110736429691,0.5883525851028937,0.2136313992126871,0.7877463681605478,overlap
burgers,20,R_topk,obs8_noise150,8,0.15,0.0557237528264522,0.6092263618321264,0.9163387703342164,0.4216465195330178,overlap
burgers,20,R_topk,obs96_noise100,96,0.1,0.0452055521309375,0.6199325113537812,0.1506155042565465,0.8443803884897716,R_only
burgers,20,R_topk,obs32_noise050,32,0.05,0.0397444553673267,0.6283908457941161,0.0979047599625333,0.8859000939715825,R_only
burgers,30,rel_l2_topk,obs12_noise200,12,0.2,0.1055756136775016,0.2162797086933983,0.7429099916726679,0.0352409383053883,overlap
burgers,30,rel_l2_topk,obs32_noise175,32,0.175,0.0945163369178772,0.2006402344844697,0.568559226646762,0.0341126733830693,overlap
burgers,30,rel_l2_topk,obs12_noise150,12,0.15,0.0898107513785362,0.2503274575780306,0.5679922062653031,0.1484805932402967,overlap
burgers,30,rel_l2_topk,obs12_noise175,12,0.175,0.0887604355812072,0.3074981964685955,0.8298985934940867,0.1433248612275557,overlap
burgers,30,rel_l2_topk,obs16_noise125,16,0.125,0.0846471935510635,0.2950668259313798,0.8176134395460505,0.0292658920461937,overlap
burgers,30,rel_l2_topk,obs16_noise200,16,0.2,0.0821601822972297,0.2502802325513809,0.6216617632799474,0.0146703301761696,overlap
burgers,30,rel_l2_topk,obs8_noise200,8,0.2,0.0758985877037048,0.3476284571213304,0.866293461388924,0.0242491098461349,overlap
burgers,30,rel_l2_topk,obs8_noise175,8,0.175,0.0700483247637748,0.4130695932194146,0.8520239953426135,0.073985077200364,overlap
burgers,30,rel_l2_topk,obs12_noise125,12,0.125,0.0694000944495201,0.5734562587676886,0.9154883523252212,0.6099412121269784,overlap
burgers,30,rel_l2_topk,obs16_noise175,16,0.175,0.06672353297472,0.4185939027746214,0.8227964848901693,0.0846118912338997,overlap
burgers,30,rel_l2_topk,obs24_noise200,24,0.2,0.0650337412953376,0.4957081661504406,0.3884152704468709,0.8699865345518482,overlap
burgers,30,rel_l2_topk,obs96_noise050,96,0.05,0.0622336640954017,0.4733061520895706,0.7073032288442918,0.5452389054054975,overlap
burgers,30,rel_l2_topk,obs32_noise200,32,0.2,0.0606919191777706,0.526611399823478,0.5576372307050006,0.4217471289958447,overlap
burgers,30,rel_l2_topk,obs32_noise150,32,0.15,0.0592198856174945,0.6716329507092096,0.7937455330619556,0.5722047016527367,overlap
burgers,30,rel_l2_topk,obs16_noise000,16,0.0,0.0580012165009975,0.4971085598258535,0.6139308199538434,0.5139201674237617,overlap
burgers,30,rel_l2_topk,obs12_noise100,12,0.1,0.0568019561469554,0.7280760883500175,0.9284139555594096,0.7595928920324319,overlap
burgers,30,rel_l2_topk,obs64_noise150,64,0.15,0.0563258007168769,0.4025152191526149,0.0490720544295266,0.5679222631983416,overlap
burgers,30,rel_l2_topk,obs8_noise150,8,0.15,0.0557237528264522,0.6092263618321264,0.9163387703342164,0.4216465195330178,overlap
burgers,30,rel_l2_topk,obs16_noise150,16,0.15,0.0550826266407966,0.4627117238976035,0.6060961862221239,0.2593083011520755,overlap
burgers,30,rel_l2_topk,obs12_noise075,12,0.075,0.0536110736429691,0.5883525851028937,0.2136313992126871,0.7877463681605478,overlap
burgers,30,rel_l2_topk,obs24_noise125,24,0.125,0.0535956844687461,0.7131790626381574,0.6001392989966458,0.8871913356893083,overlap
burgers,30,rel_l2_topk,obs24_noise175,24,0.175,0.0525228977203369,0.6465006607969448,0.583596647218342,0.9241378833792908,overlap
burgers,30,rel_l2_topk,obs40_noise200,40,0.2,0.0500213131308555,0.709355787675169,0.6940621438493579,0.6314311396526388,overlap
burgers,30,rel_l2_topk,obs96_noise200,96,0.2,0.0488351806998252,0.6331671153063541,0.3915874531292664,0.7746159885810913,overlap
burgers,30,rel_l2_topk,obs24_noise150,24,0.15,0.0484753251075744,0.7605207914880469,0.7497379388661374,0.927964408343649,rel_only
burgers,30,rel_l2_topk,obs16_noise100,16,0.1,0.0466983988881111,0.7728972219297247,0.93594579595271,0.5663792538111045,rel_only
burgers,30,rel_l2_topk,obs40_noise175,40,0.175,0.0460505485534668,0.7962388131220671,0.808080499473806,0.7482120845665015,rel_only
burgers,30,rel_l2_topk,obs96_noise100,96,0.1,0.0452055521309375,0.6199325113537812,0.1506155042565465,0.8443803884897716,overlap
burgers,30,rel_l2_topk,obs40_noise125,40,0.125,0.0450126938521862,0.7878926048473335,0.703813652385679,0.8408760217348804,rel_only
burgers,30,rel_l2_topk,obs96_noise175,96,0.175,0.0426870174705982,0.6303715980330068,0.110187804933797,0.8109175135913199,overlap
burgers,30,R_topk,obs32_noise175,32,0.175,0.0945163369178772,0.2006402344844697,0.568559226646762,0.0341126733830693,overlap
burgers,30,R_topk,obs12_noise200,12,0.2,0.1055756136775016,0.2162797086933983,0.7429099916726679,0.0352409383053883,overlap
burgers,30,R_topk,obs16_noise200,16,0.2,0.0821601822972297,0.2502802325513809,0.6216617632799474,0.0146703301761696,overlap
burgers,30,R_topk,obs12_noise150,12,0.15,0.0898107513785362,0.2503274575780306,0.5679922062653031,0.1484805932402967,overlap
burgers,30,R_topk,obs16_noise125,16,0.125,0.0846471935510635,0.2950668259313798,0.8176134395460505,0.0292658920461937,overlap
burgers,30,R_topk,obs12_noise175,12,0.175,0.0887604355812072,0.3074981964685955,0.8298985934940867,0.1433248612275557,overlap
burgers,30,R_topk,obs8_noise200,8,0.2,0.0758985877037048,0.3476284571213304,0.866293461388924,0.0242491098461349,overlap
burgers,30,R_topk,obs64_noise150,64,0.15,0.0563258007168769,0.4025152191526149,0.0490720544295266,0.5679222631983416,overlap
burgers,30,R_topk,obs8_noise175,8,0.175,0.0700483247637748,0.4130695932194146,0.8520239953426135,0.073985077200364,overlap
burgers,30,R_topk,obs16_noise175,16,0.175,0.06672353297472,0.4185939027746214,0.8227964848901693,0.0846118912338997,overlap
burgers,30,R_topk,obs16_noise150,16,0.15,0.0550826266407966,0.4627117238976035,0.6060961862221239,0.2593083011520755,overlap
burgers,30,R_topk,obs96_noise050,96,0.05,0.0622336640954017,0.4733061520895706,0.7073032288442918,0.5452389054054975,overlap
burgers,30,R_topk,obs24_noise200,24,0.2,0.0650337412953376,0.4957081661504406,0.3884152704468709,0.8699865345518482,overlap
burgers,30,R_topk,obs16_noise000,16,0.0,0.0580012165009975,0.4971085598258535,0.6139308199538434,0.5139201674237617,overlap
burgers,30,R_topk,obs32_noise200,32,0.2,0.0606919191777706,0.526611399823478,0.5576372307050006,0.4217471289958447,overlap
burgers,30,R_topk,obs12_noise125,12,0.125,0.0694000944495201,0.5734562587676886,0.9154883523252212,0.6099412121269784,overlap
burgers,30,R_topk,obs12_noise075,12,0.075,0.0536110736429691,0.5883525851028937,0.2136313992126871,0.7877463681605478,overlap
burgers,30,R_topk,obs8_noise150,8,0.15,0.0557237528264522,0.6092263618321264,0.9163387703342164,0.4216465195330178,overlap
burgers,30,R_topk,obs96_noise100,96,0.1,0.0452055521309375,0.6199325113537812,0.1506155042565465,0.8443803884897716,overlap
burgers,30,R_topk,obs32_noise050,32,0.05,0.0397444553673267,0.6283908457941161,0.0979047599625333,0.8859000939715825,R_only
burgers,30,R_topk,obs96_noise175,96,0.175,0.0426870174705982,0.6303715980330068,0.110187804933797,0.8109175135913199,overlap
burgers,30,R_topk,obs96_noise200,96,0.2,0.0488351806998252,0.6331671153063541,0.3915874531292664,0.7746159885810913,overlap
burgers,30,R_topk,obs24_noise175,24,0.175,0.0525228977203369,0.6465006607969448,0.583596647218342,0.9241378833792908,overlap
burgers,30,R_topk,obs64_noise200,64,0.2,0.0378073155879974,0.6504944293048737,0.3837589389089758,0.6658022369650287,R_only
burgers,30,R_topk,obs32_noise150,32,0.15,0.0592198856174945,0.6716329507092096,0.7937455330619556,0.5722047016527367,overlap
burgers,30,R_topk,obs40_noise200,40,0.2,0.0500213131308555,0.709355787675169,0.6940621438493579,0.6314311396526388,overlap
burgers,30,R_topk,obs24_noise125,24,0.125,0.0535956844687461,0.7131790626381574,0.6001392989966458,0.8871913356893083,overlap
burgers,30,R_topk,obs48_noise200,48,0.2,0.0394837670028209,0.7226444315467184,0.3825703077330423,0.7800178491359542,R_only
burgers,30,R_topk,obs12_noise100,12,0.1,0.0568019561469554,0.7280760883500175,0.9284139555594096,0.7595928920324319,overlap
burgers,30,R_topk,obs128_noise200,128,0.2,0.0365758314728736,0.743056642236914,0.3494504550885857,0.9002465553289728,R_only
fisher_kpp,10,rel_l2_topk,obs16_noise300,16,0.3,0.1130756437778472,0.130996068775074,0.4632441633234465,0.0358221036007008,overlap
fisher_kpp,10,rel_l2_topk,obs8_noise300,8,0.3,0.0895422771573066,0.0178375819306605,6.477403273958739e-07,5.938566317222103e-06,overlap
fisher_kpp,10,rel_l2_topk,obs16_noise200,16,0.2,0.0763875544071197,0.4257294507028766,0.8247894531486862,0.5625753312380768,overlap
fisher_kpp,10,rel_l2_topk,obs32_noise300,32,0.3,0.071362517774105,0.1019878963201959,0.0435026895016383,0.0092011340813005,overlap
fisher_kpp,10,rel_l2_topk,obs8_noise200,8,0.2,0.0545796863734722,0.2513333002954497,0.0597545617167082,0.0801434067986648,overlap
fisher_kpp,10,rel_l2_topk,obs32_noise200,32,0.2,0.0462018661201,0.5096154279240783,0.425753706485352,0.4661797246847556,overlap
fisher_kpp,10,rel_l2_topk,obs16_noise100,16,0.1,0.039350401610136,0.8260137574384289,0.9331223058462376,0.9170055732815486,overlap
fisher_kpp,10,rel_l2_topk,obs8_noise100,8,0.1,0.0310604721307754,0.8556695868878056,0.8882459081659386,0.8386295295430936,rel_only
fisher_kpp,10,rel_l2_topk,obs128_noise300,128,0.3,0.0308739244937896,0.7098905684841332,0.5152169525683459,0.8282431112546592,overlap
fisher_kpp,10,rel_l2_topk,obs32_noise100,32,0.1,0.0225600656121969,0.8857295066818442,0.8602856432747662,0.9172449124170812,rel_only
fisher_kpp,10,R_topk,obs8_noise300,8,0.3,0.0895422771573066,0.0178375819306605,6.477403273958739e-07,5.938566317222103e-06,overlap
fisher_kpp,10,R_topk,obs32_noise300,32,0.3,0.071362517774105,0.1019878963201959,0.0435026895016383,0.0092011340813005,overlap
fisher_kpp,10,R_topk,obs16_noise300,16,0.3,0.1130756437778472,0.130996068775074,0.4632441633234465,0.0358221036007008,overlap
fisher_kpp,10,R_topk,obs8_noise200,8,0.2,0.0545796863734722,0.2513333002954497,0.0597545617167082,0.0801434067986648,overlap
fisher_kpp,10,R_topk,obs16_noise200,16,0.2,0.0763875544071197,0.4257294507028766,0.8247894531486862,0.5625753312380768,overlap
fisher_kpp,10,R_topk,obs32_noise200,32,0.2,0.0462018661201,0.5096154279240783,0.425753706485352,0.4661797246847556,overlap
fisher_kpp,10,R_topk,obs128_noise300,128,0.3,0.0308739244937896,0.7098905684841332,0.5152169525683459,0.8282431112546592,overlap
fisher_kpp,10,R_topk,obs64_noise300,64,0.3,0.0153525434434413,0.8038156846344432,0.50844994400748,0.9502606105857812,R_only
fisher_kpp,10,R_topk,obs16_noise100,16,0.1,0.039350401610136,0.8260137574384289,0.9331223058462376,0.9170055732815486,overlap
fisher_kpp,10,R_topk,obs256_noise300,256,0.3,0.0185981448739767,0.8325781834950395,0.5798798283642693,0.9445272808929622,R_only
fisher_kpp,20,rel_l2_topk,obs16_noise300,16,0.3,0.1130756437778472,0.130996068775074,0.4632441633234465,0.0358221036007008,overlap
fisher_kpp,20,rel_l2_topk,obs8_noise300,8,0.3,0.0895422771573066,0.0178375819306605,6.477403273958739e-07,5.938566317222103e-06,overlap
fisher_kpp,20,rel_l2_topk,obs16_noise200,16,0.2,0.0763875544071197,0.4257294507028766,0.8247894531486862,0.5625753312380768,overlap
fisher_kpp,20,rel_l2_topk,obs32_noise300,32,0.3,0.071362517774105,0.1019878963201959,0.0435026895016383,0.0092011340813005,overlap
fisher_kpp,20,rel_l2_topk,obs8_noise200,8,0.2,0.0545796863734722,0.2513333002954497,0.0597545617167082,0.0801434067986648,overlap
fisher_kpp,20,rel_l2_topk,obs32_noise200,32,0.2,0.0462018661201,0.5096154279240783,0.425753706485352,0.4661797246847556,overlap
fisher_kpp,20,rel_l2_topk,obs16_noise100,16,0.1,0.039350401610136,0.8260137574384289,0.9331223058462376,0.9170055732815486,overlap
fisher_kpp,20,rel_l2_topk,obs8_noise100,8,0.1,0.0310604721307754,0.8556695868878056,0.8882459081659386,0.8386295295430936,overlap
fisher_kpp,20,rel_l2_topk,obs128_noise300,128,0.3,0.0308739244937896,0.7098905684841332,0.5152169525683459,0.8282431112546592,overlap
fisher_kpp,20,rel_l2_topk,obs32_noise100,32,0.1,0.0225600656121969,0.8857295066818442,0.8602856432747662,0.9172449124170812,overlap
fisher_kpp,20,rel_l2_topk,obs128_noise200,128,0.2,0.0223239753395319,0.8710840961019014,0.8405806302108864,0.9125048230251864,overlap
fisher_kpp,20,rel_l2_topk,obs8_noise050,8,0.05,0.0221153497695922,0.9247353502510685,0.9439040546459624,0.9260731718860752,overlap
fisher_kpp,20,rel_l2_topk,obs16_noise050,16,0.05,0.021828755736351,0.9235912205880054,0.9485497075219984,0.9473710420246616,overlap
fisher_kpp,20,rel_l2_topk,obs256_noise300,256,0.3,0.0185981448739767,0.8325781834950395,0.5798798283642693,0.9445272808929622,overlap
fisher_kpp,20,rel_l2_topk,obs8_noise000,8,0.0,0.0161618236452341,0.943380789142778,0.9492276323410068,0.948623235849403,rel_only
fisher_kpp,20,rel_l2_topk,obs128_noise100,128,0.1,0.0154914986342191,0.930284486101581,0.9269848302651886,0.9412555977723162,overlap
fisher_kpp,20,rel_l2_topk,obs64_noise300,64,0.3,0.0153525434434413,0.8038156846344432,0.50844994400748,0.9502606105857812,overlap
fisher_kpp,20,rel_l2_topk,obs256_noise200,256,0.2,0.0148579133674502,0.9140411427157136,0.8434353532329515,0.949081699545312,overlap
fisher_kpp,20,rel_l2_topk,obs128_noise050,128,0.05,0.013381621800363,0.9419243548988394,0.9379596653715528,0.9464795402858904,rel_only
