,physics_consistency_recal,training_stability_recal,numerical_accuracy_recal,structural_stability_recal,rel_l2,reliability_raw_recal
physics_consistency_recal,1.0,0.7939304648110395,0.9901236753221255,0.9349351073681379,-0.9765575820702816,0.9757271235752254
training_stability_recal,0.7939304648110395,1.0,0.7347421960696368,0.8770471000121264,-0.7072712065481347,0.8933803400072124
numerical_accuracy_recal,0.9901236753221255,0.7347421960696368,1.0,0.9281371305169951,-0.9833280645492318,0.9587239670574631
structural_stability_recal,0.9349351073681379,0.8770471000121264,0.9281371305169951,1.0,-0.9082190822828011,0.9823628471790075
rel_l2,-0.9765575820702816,-0.7072712065481347,-0.9833280645492318,-0.9082190822828011,1.0,-0.938370188072118
reliability_raw_recal,0.9757271235752254,0.8933803400072124,0.9587239670574631,0.9823628471790075,-0.938370188072118,1.0
