,physics_consistency_recal,training_stability_recal,numerical_accuracy_recal,structural_stability_recal,rel_l2,reliability_raw_recal
physics_consistency_recal,1.0,0.5188935771214253,0.9207923112986404,0.8131270511017347,-0.9207923112986404,0.9008204406938585
training_stability_recal,0.5188935771214253,1.0,0.526699484294421,0.459915611814346,-0.526699484294421,0.7400609470229723
numerical_accuracy_recal,0.9207923112986404,0.526699484294421,1.0,0.9101500234411627,-1.0,0.9211439287388654
structural_stability_recal,0.8131270511017347,0.459915611814346,0.9101500234411627,1.0,-0.9101500234411627,0.8566807313642757
rel_l2,-0.9207923112986404,-0.526699484294421,-1.0,-0.9101500234411627,1.0,-0.9211439287388654
reliability_raw_recal,0.9008204406938585,0.7400609470229723,0.9211439287388654,0.8566807313642757,-0.9211439287388654,1.0
