,physics_consistency_recal,training_stability_recal,numerical_accuracy_recal,structural_stability_recal,rel_l2,reliability_raw_recal
physics_consistency_recal,1.0,0.7615127919911012,-0.30411568409343714,-0.38825231077939354,0.30411568409343714,0.4295884315906563
training_stability_recal,0.7615127919911012,1.0,-0.015795328142380424,-0.10902213884349732,0.015795328142380424,0.7232480533926585
numerical_accuracy_recal,-0.30411568409343714,-0.015795328142380424,1.0,0.7273334119987607,-1.0,0.5243604004449388
structural_stability_recal,-0.38825231077939354,-0.10902213884349732,0.7273334119987607,1.0,-0.7273334119987607,0.41739904585796117
rel_l2,0.30411568409343714,0.015795328142380424,-1.0,-0.7273334119987607,1.0,-0.5243604004449388
reliability_raw_recal,0.4295884315906563,0.7232480533926585,0.5243604004449388,0.41739904585796117,-0.5243604004449388,1.0
