,physics_consistency_recal,training_stability_recal,numerical_accuracy_recal,structural_stability_recal,rel_l2,reliability_raw_recal
physics_consistency_recal,1.0,0.7655020713938292,-0.3485076460025811,-0.4993237736813156,0.3815643089604518,0.3854328400963144
training_stability_recal,0.7655020713938292,1.0,-0.016045428240638718,-0.22149399302966233,0.03487246931470269,0.6876629096607927
numerical_accuracy_recal,-0.3485076460025811,-0.016045428240638718,1.0,0.5875035904426988,-0.974738905240141,0.620716784132203
structural_stability_recal,-0.4993237736813156,-0.22149399302966233,0.5875035904426988,1.0,-0.653149644450587,0.4321702331711724
rel_l2,0.3815643089604518,0.03487246931470269,-0.974738905240141,-0.653149644450587,1.0,-0.6140166987292087
reliability_raw_recal,0.3854328400963144,0.6876629096607927,0.620716784132203,0.4321702331711724,-0.6140166987292087,1.0
