,physics_consistency_recal,training_stability_recal,numerical_accuracy_recal,structural_stability_recal,rel_l2,reliability_raw_recal
physics_consistency_recal,1.0,0.24464957332952897,0.9384570665419539,0.8562414525289801,-0.9191719100960983,0.9419355518761888
training_stability_recal,0.24464957332952897,1.0,0.18071575499980594,0.09944417777504247,-0.23953051832554773,0.455785871079584
numerical_accuracy_recal,0.9384570665419539,0.18071575499980594,1.0,0.9125680764265254,-0.9790029348259685,0.9411453727267606
structural_stability_recal,0.8562414525289801,0.09944417777504247,0.9125680764265254,1.0,-0.8837898620300051,0.8953409281596004
rel_l2,-0.9191719100960983,-0.23953051832554773,-0.9790029348259685,-0.8837898620300051,1.0,-0.9367161086141221
reliability_raw_recal,0.9419355518761888,0.455785871079584,0.9411453727267606,0.8953409281596004,-0.9367161086141221,1.0
