,physics_consistency_recal,training_stability_recal,numerical_accuracy_recal,structural_stability_recal,rel_l2,reliability_raw_recal
physics_consistency_recal,1.0,0.63258647249301,0.9238222807855975,0.3047191789624624,-0.9391290325542077,0.934563209825495
training_stability_recal,0.63258647249301,1.0,0.4460649860756222,0.459151631002314,-0.5084260684606932,0.7702402383363856
numerical_accuracy_recal,0.9238222807855975,0.4460649860756222,1.0,0.17049332001452167,-0.9826614168912734,0.848210530722819
structural_stability_recal,0.3047191789624624,0.459151631002314,0.17049332001452167,1.0,-0.2438017078711204,0.5800679048480367
rel_l2,-0.9391290325542077,-0.5084260684606932,-0.9826614168912734,-0.2438017078711204,1.0,-0.8847496128488558
reliability_raw_recal,0.934563209825495,0.7702402383363856,0.848210530722819,0.5800679048480367,-0.8847496128488558,1.0
