run_name,case,num_observation,noise_std,seed,rel_l2,reliability_raw,physics_rms,boundary_rms,structure_error,loss_std,loss_ratio
kdv_double_soliton_protocol_b_kdv_double_batch1_obs128_noise000_seed1,kdv_double_soliton,128,0.0,1,0.025892700999975204,0.9412823376993118,0.03287185728549957,0.002321670763194561,0.0005698204040527344,1.6707271500782767e-07,0.00046372488688720814
kdv_double_soliton_protocol_b_kdv_double_batch1_obs128_noise000_seed2,kdv_double_soliton,128,0.0,2,0.01067699957638979,0.9506796958161241,0.014541429467499256,0.0012372472556307912,2.002716064453125e-05,2.8470122989264164e-08,0.0001120939662960434
kdv_double_soliton_protocol_b_kdv_double_batch1_obs128_noise000_seed3,kdv_double_soliton,128,0.0,3,0.021695170551538467,0.9466752920095807,0.021120455116033554,0.0010228914907202125,2.193450927734375e-05,5.933074961974005e-08,0.00021406223356838528
kdv_double_soliton_protocol_b_kdv_double_batch1_obs128_noise050_seed1,kdv_double_soliton,128,0.05,1,0.03263790160417557,0.9380371595577602,0.03641370311379433,0.0028806726913899183,0.0006840229034423828,1.9101444346018174e-07,0.001052005562653683
kdv_double_soliton_protocol_b_kdv_double_batch1_obs128_noise050_seed2,kdv_double_soliton,128,0.05,2,0.029154811054468155,0.9451375825584672,0.020081140100955963,0.001536488882265985,0.0003375411033630371,3.2166343417336414e-08,0.0008394414715594125
kdv_double_soliton_protocol_b_kdv_double_batch1_obs128_noise050_seed3,kdv_double_soliton,128,0.05,3,0.035020530223846436,0.9419705263798623,0.02529878355562687,0.0018632992869243026,0.0003681182861328125,7.535851082848487e-08,0.0008914361132590932
kdv_double_soliton_protocol_b_kdv_double_batch1_obs128_noise100_seed1,kdv_double_soliton,128,0.1,1,0.05010761320590973,0.9297493900887985,0.04280799627304077,0.00392316747456789,0.001309812068939209,2.239737657756462e-07,0.0026751241961812744
kdv_double_soliton_protocol_b_kdv_double_batch1_obs128_noise100_seed2,kdv_double_soliton,128,0.1,2,0.05711248144507408,0.9329554518292429,0.031203728169202805,0.002249643439427018,0.0012949705123901367,4.942465375890847e-08,0.0029776392761592225
kdv_double_soliton_protocol_b_kdv_double_batch1_obs128_noise100_seed3,kdv_double_soliton,128,0.1,3,0.05813615024089813,0.9315830545810991,0.033248987048864365,0.0032925463747233152,0.0013945698738098145,9.385837302206309e-08,0.0028495235301254484
kdv_double_soliton_protocol_b_kdv_double_batch1_obs128_noise150_seed1,kdv_double_soliton,128,0.15,1,0.07081470638513565,0.9164670489318887,0.05223201587796211,0.005289802327752113,0.0023844242095947266,2.7237579178848644e-07,0.005386067525673963
kdv_double_soliton_protocol_b_kdv_double_batch1_obs128_noise150_seed2,kdv_double_soliton,128,0.15,2,0.08699188381433487,0.9142350380792298,0.0440932959318161,0.0030969842337071896,0.0029654502868652344,9.068045486455525e-08,0.006464231778065912
