matrix_name,case,num_observation,noise_std,observation_ratio,run_name,rel_l2,reliability_raw,physics_rms,boundary_rms,structure_error,loss_std,loss_ratio
smoke_v1,burgers,256,0.0,1.0,burgers_smoke_v1_obs256_noise000,0.6682759523391724,0.12426930707284065,0.6706790328025818,0.4363532066345215,0.20194369554519653,0.04642388957750944,0.5700563547498524
smoke_v1,burgers,64,0.0,0.25,burgers_smoke_v1_obs64_noise000,0.6684890985488892,0.11980645152259262,0.6687265038490295,0.42772915959358215,0.2057519555091858,0.05712226463984824,0.5794930735135645
smoke_v1,burgers,256,0.1,1.0,burgers_smoke_v1_obs256_noise010,0.6693474650382996,0.12417064591559397,0.6705524921417236,0.43599727749824524,0.20210427045822144,0.04602036092713235,0.5713979024430225
smoke_v1,burgers,64,0.1,0.25,burgers_smoke_v1_obs64_noise010,0.667870819568634,0.1193705821517333,0.6680441498756409,0.4288468062877655,0.20625978708267212,0.055520220215495644,0.5793663873419244
