matrix_name,case,num_observation,noise_std,n_seed,rel_l2_mean,rel_l2_std,reliability_raw_recal_mean,reliability_raw_recal_std,crosses_threshold_count,crosses_threshold_rate
burgers_probability_boundary_v2_5seed,burgers,64,0.05,5,0.03171115852892399,0.01404665868008734,0.7923133311774826,0.1951950343764595,2,0.4
burgers_probability_boundary_v2_5seed,burgers,48,0.05,5,0.034339559823274614,0.010324298124985833,0.781597979594683,0.13389589083036244,3,0.6
burgers_probability_boundary_v2_5seed,burgers,32,0.05,5,0.028931726515293122,0.007546855303248607,0.8155156226787914,0.12284644174948871,3,0.6
burgers_probability_boundary_v2_5seed,burgers,24,0.05,5,0.02916712537407875,0.00495212949906637,0.8604154357715129,0.09440360561832141,4,0.8
burgers_probability_boundary_v2_5seed,burgers,16,0.05,5,0.030634881928563118,0.0060341539121275874,0.8470220206429043,0.08331527664298098,4,0.8
burgers_probability_boundary_v2_5seed,burgers,64,0.1,5,0.02803749330341816,0.0029405802042583038,0.8555200431127434,0.06859192361425465,3,0.6
burgers_probability_boundary_v2_5seed,burgers,48,0.1,5,0.035643944144248964,0.007552634862783871,0.7964720075217234,0.04748266712117272,4,0.8
burgers_probability_boundary_v2_5seed,burgers,32,0.1,5,0.047265300154685976,0.029540840362002746,0.6645811321088315,0.32198497684300054,4,0.8
burgers_probability_boundary_v2_5seed,burgers,24,0.1,5,0.03856380991637707,0.013920744090666062,0.7565367823545364,0.14997459134420965,4,0.8
burgers_probability_boundary_v2_5seed,burgers,16,0.1,5,0.04457342028617859,0.006845786128725461,0.771630621577761,0.03057359454319841,5,1.0
burgers_probability_boundary_v2_5seed,burgers,64,0.125,5,0.03500960394740105,0.007075931049784336,0.7888182370323837,0.07996450575409601,5,1.0
burgers_probability_boundary_v2_5seed,burgers,48,0.125,5,0.03250175341963768,0.0042920490882473,0.8412370946766091,0.05146978105317543,4,0.8
burgers_probability_boundary_v2_5seed,burgers,32,0.125,5,0.046142096444964406,0.010137885966238946,0.6336290115832749,0.2348004261347412,5,1.0
burgers_probability_boundary_v2_5seed,burgers,24,0.125,5,0.05715970247983933,0.02736262769624511,0.5509096921267261,0.3189616448349174,4,0.8
burgers_probability_boundary_v2_5seed,burgers,16,0.125,5,0.06380888149142265,0.015984782874640634,0.5588089784766672,0.14270420087024382,5,1.0
burgers_probability_boundary_v2_5seed,burgers,64,0.15,5,0.043953049927949905,0.009273693755628983,0.5849085911967804,0.1297658305584012,5,1.0
burgers_probability_boundary_v2_5seed,burgers,48,0.15,5,0.038779393583536145,0.00967904078346624,0.761145501476799,0.06560874793291759,4,0.8
burgers_probability_boundary_v2_5seed,burgers,32,0.15,5,0.050431009382009506,0.010088253025554071,0.5632198054360268,0.12052951271564281,5,1.0
burgers_probability_boundary_v2_5seed,burgers,24,0.15,5,0.055245048552751544,0.01685078377570411,0.47427802115973205,0.24322986260414575,5,1.0
burgers_probability_boundary_v2_5seed,burgers,16,0.15,5,0.06766654774546624,0.017863520275441785,0.4644909650433682,0.07954491904050975,5,1.0
burgers_probability_boundary_v2_5seed,burgers,64,0.175,5,0.049025628715753555,0.02362044276094547,0.5243768413456771,0.2383788703946552,5,1.0
burgers_probability_boundary_v2_5seed,burgers,48,0.175,5,0.04030139297246933,0.00820298144023033,0.6826335454109489,0.07286860671644421,5,1.0
burgers_probability_boundary_v2_5seed,burgers,32,0.175,5,0.0723536692559719,0.02163877635481571,0.31035659910615326,0.18575784942985057,5,1.0
burgers_probability_boundary_v2_5seed,burgers,24,0.175,5,0.07324486300349235,0.03701042070067804,0.4549134855767304,0.3064828070955999,4,0.8
burgers_probability_boundary_v2_5seed,burgers,16,0.175,5,0.07893038392066956,0.02043591593632148,0.33598199265255835,0.12060392281538218,5,1.0
