suite_name,case,label,variant,strategy,seed,num_observation,noise_std,run_name,rel_l2,threshold_rel_l2,crosses_threshold,reliability_raw_recal,physics_consistency_recal,training_stability_recal,numerical_accuracy_recal,structural_stability_recal,physics_rms,boundary_rms,structure_error,loss_std,loss_ratio
variant_robustness_v1,poisson,safe_obs256_noise000,baseline,baseline,41,256,0.0,poisson_variant_robustness_v1_safe_obs256_noise000_baseline_seed41,0.11276895552873611,0.1707783825695514,0,0.9804645864437044,0.9995814596501453,0.9948246915826369,0.9584905551147959,0.9689616394272393,0.28208279609680176,0.10128268599510193,0.0008706450462341309,0.0016251305052279038,0.0018548586243360243
variant_robustness_v1,poisson,safe_obs256_noise000,baseline,baseline,42,256,0.0,poisson_variant_robustness_v1_safe_obs256_noise000_baseline_seed42,0.11385225504636765,0.1707783825695514,0,0.7308873030620298,0.6806827578642217,0.8059168165559312,0.8891862094176749,0.5477634284102914,0.34102150797843933,0.10569172352552414,0.0012587308883666992,0.002440728981172928,0.0020404737126956357
variant_robustness_v1,poisson,safe_obs256_noise000,baseline,baseline,43,256,0.0,poisson_variant_robustness_v1_safe_obs256_noise000_baseline_seed43,0.11545102298259735,0.1707783825695514,0,0.8017818089515604,0.9845885783580048,0.8853299546265465,0.6277382052111091,0.7094704976105811,0.31120485067367554,0.1041502058506012,0.0011749863624572754,0.0018845414572379144,0.0020777799331786577
variant_robustness_v1,poisson,safe_obs256_noise000,capacity_v1,baseline,41,256,0.0,poisson_variant_robustness_v1_safe_obs256_noise000_capacity_v1_seed41,0.10752101987600327,0.1707783825695514,0,0.8483924564030301,0.9999952063459029,0.9978434341833099,0.9997413789367018,0.3959898061462061,0.24553091824054718,0.09542123973369598,0.0013320446014404297,0.0016597335633383847,0.0015645554333874065
variant_robustness_v1,poisson,safe_obs256_noise000,capacity_v1,baseline,42,256,0.0,poisson_variant_robustness_v1_safe_obs256_noise000_capacity_v1_seed42,0.10591819882392883,0.1707783825695514,0,0.6789790465864399,0.9960187177353624,9.902619328796573e-07,0.9999458539959574,0.7199506243525069,0.28332921862602234,0.10458111017942429,0.0011688470840454102,0.008924860553327451,0.0019197286905906885
variant_robustness_v1,poisson,safe_obs256_noise000,capacity_v1,baseline,43,256,0.0,poisson_variant_robustness_v1_safe_obs256_noise000_capacity_v1_seed43,0.10947587341070175,0.1707783825695514,0,0.9843975044458404,0.999993609274712,0.9982601914703324,0.9982606849644555,0.9410755320738615,0.24785347282886505,0.09799284487962723,0.0009506940841674805,0.0016178538914540675,0.0016058767025649103
variant_robustness_v1,poisson,safe_obs256_noise000,weight_balanced_v2,baseline,41,256,0.0,poisson_variant_robustness_v1_safe_obs256_noise000_weight_balanced_v2_seed41,0.12915055453777313,0.1707783825695514,0,0.6944892317737548,0.9976154725542362,0.908995648322338,2.641377207202936e-06,0.8713431648412375,0.2698918282985687,0.10433754324913025,0.001053154468536377,0.0023502574621214792,0.0014411876807773963
variant_robustness_v1,poisson,safe_obs256_noise000,weight_balanced_v2,baseline,42,256,0.0,poisson_variant_robustness_v1_safe_obs256_noise000_weight_balanced_v2_seed42,0.12552765011787415,0.1707783825695514,0,0.3755650129087307,0.10306602790344763,0.4675647278061356,9.056853960910689e-05,0.9315387273857304,0.30324357748031616,0.10998007655143738,0.0009698271751403809,0.002852160899366944,0.0015620311062938238
variant_robustness_v1,poisson,safe_obs256_noise000,weight_balanced_v2,baseline,43,256,0.0,poisson_variant_robustness_v1_safe_obs256_noise000_weight_balanced_v2_seed43,0.12038438022136688,0.1707783825695514,0,0.4044886011920898,0.9819692244522091,0.3617205818203622,0.013506483107035326,0.2607581153887526,0.29977521300315857,0.10540267080068588,0.0014060735702514648,0.0029619298227285687,0.00163939057553403
variant_robustness_v1,poisson,degraded_obs8_noise020,baseline,baseline,41,8,0.2,poisson_variant_robustness_v1_degraded_obs8_noise020_baseline_seed41,0.12495116144418716,0.1707783825695514,0,0.7390588851244215,0.9718686574044819,0.9876773040902517,0.00015893936089736105,0.9965306396420555,0.29252496361732483,0.10575786232948303,0.0006055831909179688,0.0015228536986244827,0.0019293242140155196
variant_robustness_v1,poisson,degraded_obs8_noise020,baseline,baseline,42,8,0.2,poisson_variant_robustness_v1_degraded_obs8_noise020_baseline_seed42,0.11291244626045227,0.1707783825695514,0,0.6399920029044763,0.2098293904266978,0.41100499178290295,0.9525485394950727,0.9865850899132318,0.33634233474731445,0.10887369513511658,0.0007683038711547852,0.0027828797661297814,0.002142385692336086
variant_robustness_v1,poisson,degraded_obs8_noise020,baseline,baseline,43,8,0.2,poisson_variant_robustness_v1_degraded_obs8_noise020_baseline_seed43,0.13561204075813293,0.1707783825695514,0,0.255837041385256,0.7709034540922076,0.2498085388211325,4.828514752518748e-09,0.00263616779916919,0.3171786963939667,0.10710286349058151,0.0019905567169189453,0.002663572775701483,0.0022738186687590732
variant_robustness_v1,poisson,degraded_obs8_noise020,capacity_v1,baseline,41,8,0.2,poisson_variant_robustness_v1_degraded_obs8_noise020_capacity_v1_seed41,0.11645150929689407,0.1707783825695514,0,0.7690549353682585,0.9999993104415259,0.9952001629496398,0.38849187765943566,0.6925283904224327,0.22441820800304413,0.0992816835641861,0.0011846423149108887,0.0018034960304191719,0.0015695221036120114
variant_robustness_v1,poisson,degraded_obs8_noise020,capacity_v1,baseline,42,8,0.2,poisson_variant_robustness_v1_degraded_obs8_noise020_capacity_v1_seed42,0.10816804319620132,0.1707783825695514,0,0.9806047287989448,0.9692533759137572,0.9916527959154753,0.9995138866963813,0.9619988566701654,0.26398995518684387,0.10584051162004471,0.0008956789970397949,0.0018637959395533977,0.001810621521228778
variant_robustness_v1,poisson,degraded_obs8_noise020,capacity_v1,baseline,43,8,0.2,poisson_variant_robustness_v1_degraded_obs8_noise020_capacity_v1_seed43,0.13194811344146729,0.1707783825695514,0,0.4946848907909279,0.9999512153133273,0.9776890429447931,1.7233831243829258e-07,0.0010991325672788396,0.25611403584480286,0.10189206153154373,0.0020952224731445312,0.0020466365037016872,0.0018638306251898488
