matrix_name,case,num_observation,noise_std,observation_ratio,run_name,rel_l2,reliability_raw,physics_rms,boundary_rms,structure_error,loss_std,loss_ratio,physics_consistency,training_stability,numerical_accuracy,structural_stability,threshold_rel_l2,physics_consistency_recal,training_stability_recal,numerical_accuracy_recal,structural_stability_recal,reliability_raw_recal
refine_stokes_v1,stokes_poiseuille,10,0.175,0.15625,stokes_poiseuille_refine_stokes_v1_obs10_noise018,0.035425167530775,0.8468546956539434,0.1211246103048324,0.0337021388113498,3.707408905029297e-05,0.0009534648125745,0.0032999808956338,0.5526197183468553,0.9503524122608475,0.9276019912427717,0.9568446607652992,0.0400393344461917,0.5196299956103474,0.4475220072998269,0.6940145126678872,0.9568007497859838,0.6544918163410114
refine_stokes_v1,stokes_poiseuille,8,0.175,0.125,stokes_poiseuille_refine_stokes_v1_obs8_noise018,0.0485267229378223,0.8385194609576291,0.1238786801695823,0.0390997380018234,6.693601608276367e-05,0.0007315444665189,0.0029978177343854,0.5322205758839719,0.9523052901302028,0.9127264303027106,0.9568255475136312,0.0400393344461917,0.17752274345690985,0.7340372562526654,0.10540235342191744,0.7049765082100687,0.43048471533539034
refine_stokes_v1,stokes_poiseuille,6,0.175,0.09375,stokes_poiseuille_refine_stokes_v1_obs6_noise018,0.0483673773705959,0.8246383533927523,0.1361167430877685,0.0269152205437421,6.794929504394531e-05,0.000916294141379,0.0033670518688699,0.4781252707313879,0.9506803104895551,0.9129229335316577,0.9568248988184084,0.0400393344461917,0.16762737633132627,0.5066664223322792,0.10884258329511066,0.6890226531371281,0.36803975877396106
refine_stokes_v1,stokes_poiseuille,64,0.2,1.0,stokes_poiseuille_refine_stokes_v1_obs64_noise020,0.0260965377092361,0.8624614254757088,0.1127659752964973,0.0259470362216234,3.88026237487793e-05,0.0008228942166497,0.0037070574228954,0.604792779693402,0.9514789900676908,0.9367303775119848,0.956843554629758,0.0400393344461917,0.9488302611033232,0.5118595466103352,0.9490588375844061,0.9511484191844768,0.8402242661206354
refine_stokes_v1,stokes_poiseuille,32,0.2,0.5,stokes_poiseuille_refine_stokes_v1_obs32_noise020,0.0242704506963491,0.8644810333398941,0.1117435917258262,0.0248296968638896,4.315376281738281e-05,0.0008295271813207,0.0031218008767358,0.6112384883122602,0.9514578995960308,0.9383869753515331,0.9568407700997522,0.0400393344461917,0.9640747174681441,0.6691504491349536,0.9656772170580461,0.9336674461211518,0.8831424574455738
refine_stokes_v1,stokes_poiseuille,24,0.2,0.375,stokes_poiseuille_refine_stokes_v1_obs24_noise020,0.0311704762279987,0.8611260468308644,0.1118108183145523,0.0309342443943023,9.524822235107422e-05,0.000915483072499,0.0031692410116603,0.6050899125852407,0.9506998241723496,0.9319070318632644,0.9568074187026028,0.0400393344461917,0.8170196116668539,0.5528765499089171,0.855623867291239,0.22443638635864752,0.6124891038064144
refine_stokes_v1,stokes_poiseuille,16,0.2,0.25,stokes_poiseuille_refine_stokes_v1_obs16_noise020,0.0288163721561431,0.8575225119029883,0.114903874695301,0.0316693298518657,0.0001107454299926,0.0008612325978595,0.0032753962092284,0.5879348457051803,0.9511718452720798,0.9341858641487116,0.9567974924859816,0.0400393344461917,0.7550977294863819,0.6035356712416313,0.9097695399960776,0.08351257638584585,0.5879788792774842
refine_stokes_v1,stokes_poiseuille,12,0.2,0.1875,stokes_poiseuille_refine_stokes_v1_obs12_noise020,0.0377631522715091,0.845744089415079,0.12088293582201,0.0360122993588447,8.45193862915039e-05,0.0010484175175355,0.0029926347739864,0.5515233033112401,0.94950799578732,0.9251307691387612,0.9568142894229946,0.0400393344461917,0.3743593068768226,0.2694464512428685,0.5722846662684561,0.39174116385632274,0.4019578970611175
refine_stokes_v1,stokes_poiseuille,10,0.2,0.15625,stokes_poiseuille_refine_stokes_v1_obs10_noise020,0.0375454351305961,0.8444753603413352,0.1220081523060798,0.035999696701765,3.653764724731445e-05,0.000970313989088,0.0039435101530566,0.5455315791385491,0.9501607297150212,0.9253641284685322,0.956845004043238,0.0400393344461917,0.3544816835622271,0.2924054288296916,0.5842697400313506,0.958424189775783,0.5473952605497631
refine_stokes_v1,stokes_poiseuille,8,0.2,0.125,stokes_poiseuille_refine_stokes_v1_obs8_noise020,0.0526181422173976,0.8331443080464018,0.1262373477220535,0.0424089320003986,7.450580596923828e-05,0.000734466196542,0.0036643745885163,0.5159756456975865,0.9522390316361932,0.9075418536980436,0.9568207011537844,0.0400393344461917,0.07435518923473458,0.54547496030042,0.044694282507332136,0.576071285447203,0.31014892937242244
refine_stokes_v1,stokes_poiseuille,6,0.2,0.09375,stokes_poiseuille_refine_stokes_v1_obs6_noise020,0.0516169555485248,0.8218393987186976,0.1373949497938156,0.0272870622575283,7.462501525878906e-05,0.0009203431914789,0.0040415149085412,0.4710991460678909,0.95060228176602,0.9088355422118772,0.9568206248290024,0.0400393344461917,0.14057009560983078,0.3461669822581711,0.055400206835526836,0.573899051300346,0.2790090840009687
