probe_name,case,label,num_observation,noise_std,seed,run_name,rel_l2,reliability_raw,physics_rms,boundary_rms,structure_error,loss_std,loss_ratio,threshold_rel_l2,crosses_threshold,reliability_raw_recal,physics_consistency_recal,training_stability_recal,numerical_accuracy_recal,structural_stability_recal,dominant_dimension
fisher_kpp_boundary_keypoints_v1_10seed,fisher_kpp,safe_clean_obs64_noise000,64,0.0,41,fisher_kpp_fisher_kpp_boundary_keypoints_v1_10seed_obs64_noise000_seed41,0.0119209587574005,0.9478313762969104,0.0192983448505401,0.0078724799677729,0.0001266002655029,2.102337505798441e-05,0.0001811401349878,0.0188607699237763,0,0.9123978260545252,0.9243518814137416,0.8223154308545038,0.9512393730831751,0.9516846188666802,training_stability
fisher_kpp_boundary_keypoints_v1_10seed,fisher_kpp,safe_clean_obs64_noise000,64,0.0,42,fisher_kpp_fisher_kpp_boundary_keypoints_v1_10seed_obs64_noise000_seed42,0.0116400346159935,0.9492179350294464,0.0173405669629573,0.0040600476786494,0.0001564025878906,4.135591166993528e-06,7.045991161417816e-05,0.0188607699237763,0,0.9537134195594755,0.9569591308787644,0.9564765145950503,0.9522046105665531,0.9492134221975347,structural_stability
fisher_kpp_boundary_keypoints_v1_10seed,fisher_kpp,safe_clean_obs64_noise000,64,0.0,43,fisher_kpp_fisher_kpp_boundary_keypoints_v1_10seed_obs64_noise000_seed43,0.0157233867794275,0.9453717801798522,0.0242071822285652,0.0087240254506468,0.0002889037132263,2.9104502746604904e-05,0.0002277126915143,0.0188607699237763,0,0.8532926721514857,0.8886172435559179,0.6516176949298037,0.9362245992680457,0.9367111508521757,training_stability
fisher_kpp_boundary_keypoints_v1_10seed,fisher_kpp,safe_clean_obs64_noise000,64,0.0,44,fisher_kpp_fisher_kpp_boundary_keypoints_v1_10seed_obs64_noise000_seed44,0.00793416518718,0.9504158393390992,0.0152963241562247,0.0042836815118789,4.792213439941406e-05,4.58471190520834e-06,0.0001032229926224,0.0188607699237763,0,0.9594209630979258,0.9615527065411167,0.9551106133691243,0.9633493372687775,0.9576711952126848,training_stability
fisher_kpp_boundary_keypoints_v1_10seed,fisher_kpp,safe_clean_obs64_noise000,64,0.0,45,fisher_kpp_fisher_kpp_boundary_keypoints_v1_10seed_obs64_noise000_seed45,0.0099215544760227,0.9498425693743472,0.0150802470743656,0.0055594416335225,0.000117540359497,1.0256618924170024e-05,0.0001136667543668,0.0188607699237763,0,0.9496217651336911,0.9552245485607046,0.9331246283993874,0.9577249212350001,0.9524129623396729,training_stability
fisher_kpp_boundary_keypoints_v1_10seed,fisher_kpp,safe_clean_obs64_noise000,64,0.0,46,fisher_kpp_fisher_kpp_boundary_keypoints_v1_10seed_obs64_noise000_seed46,0.0113150626420974,0.9479449678966656,0.0212300401180982,0.0051555088721215,0.0001448988914489,7.546451077714836e-06,0.000140998711982,0.0188607699237763,0,0.9461152397792838,0.9356219088448835,0.9453593272581311,0.9532985513630954,0.9501811716510251,physics_consistency
fisher_kpp_boundary_keypoints_v1_10seed,fisher_kpp,safe_clean_obs64_noise000,64,0.0,47,fisher_kpp_fisher_kpp_boundary_keypoints_v1_10seed_obs64_noise000_seed47,0.0123883765190839,0.948484382659238,0.0191402193158864,0.0044987681321799,0.0001489520072937,7.196073137207069e-06,0.0001073042542917,0.0188607699237763,0,0.9487214230964345,0.9485496938042663,0.9469015257786485,0.9495922596604672,0.9498422131423557,training_stability
fisher_kpp_boundary_keypoints_v1_10seed,fisher_kpp,safe_clean_obs64_noise000,64,0.0,48,fisher_kpp_fisher_kpp_boundary_keypoints_v1_10seed_obs64_noise000_seed48,0.0095084700733423,0.947816190788068,0.022719994187355,0.0052237026393413,7.12275505065918e-05,9.3893075089445e-06,9.559201855369295e-05,0.0188607699237763,0,0.9448324327941287,0.9267209261046507,0.9376747840013879,0.958958115725857,0.9559759053446188,physics_consistency
fisher_kpp_boundary_keypoints_v1_10seed,fisher_kpp,safe_clean_obs64_noise000,64,0.0,49,fisher_kpp_fisher_kpp_boundary_keypoints_v1_10seed_obs64_noise000_seed49,0.0104091698303818,0.9479440309508906,0.0218613911420106,0.0050480356439948,0.0001078844070434,1.0224858681722836e-05,9.455292198229184e-05,0.0188607699237763,0,0.9439008448196187,0.9327830145470308,0.9334189934457322,0.9562236365389011,0.9531777347468107,physics_consistency
fisher_kpp_boundary_keypoints_v1_10seed,fisher_kpp,safe_clean_obs64_noise000,64,0.0,50,fisher_kpp_fisher_kpp_boundary_keypoints_v1_10seed_obs64_noise000_seed50,0.0094404546543955,0.94909428650686,0.0186890363693237,0.0049234298057854,6.42538070678711e-05,7.373957694487907e-06,9.163601161519812e-05,0.0188607699237763,0,0.9525341830109202,0.9481478014950738,0.9463412240162461,0.9591578350859982,0.9564898714463624,training_stability
