seed,rel_l2_rank_rho,R_rank_rho
41,0.9761904761904762,0.9523809523809523
42,0.7380952380952381,0.9285714285714286
43,0.9047619047619048,0.8809523809523809
44,0.9523809523809523,0.9761904761904762
45,0.9285714285714286,0.9285714285714286
46,0.8095238095238095,0.8571428571428572
47,0.7380952380952381,0.9523809523809523
48,0.8333333333333334,0.8809523809523809
49,0.9285714285714286,0.9761904761904762
50,0.9761904761904762,0.9761904761904762
