label,num_observation,noise_std,n_seed,crosses_threshold_count,crosses_threshold_rate,cross_rate_ci_low,cross_rate_ci_high,cross_rate_ci_width,rel_l2_mean,rel_l2_std,reliability_raw_recal_mean,reliability_raw_recal_std,dominant_dimension_mode,dominant_dimension_mode_share,physics_consistency_count,physics_consistency_share,training_stability_count,training_stability_share,numerical_accuracy_count,numerical_accuracy_share,structural_stability_count,structural_stability_share
safe_clean_obs64_noise000,64,0.0,10,0,0.0,2.7755575615628914e-17,0.27753279986288915,0.27753279986288915,0.01102016335353251,0.0020287752850829547,0.9364550769497489,0.030201523276036916,training_stability,0.6,3,0.3,6,0.6,0,0.0,1,0.1
edge_obs16_noise005,16,0.05,10,3,0.3,0.10779126740630102,0.6032218525388546,0.4954305851325536,0.01748090125620361,0.006015178009941035,0.9036056953549826,0.056403331224821274,training_stability,0.4,3,0.3,4,0.4,2,0.2,1,0.1
edge_obs32_noise010,32,0.1,10,6,0.6,0.3126737697336583,0.8318196702937637,0.5191459005601053,0.02134305834770197,0.004989373550097544,0.8742566297819779,0.07500024410920529,training_stability,0.5,3,0.3,5,0.5,2,0.2,0,0.0
transition_obs128_noise020,128,0.2,10,5,0.5,0.23659309051256405,0.763406909487436,0.5268138189748719,0.02192878415808078,0.0065858315667777995,0.8669041123140051,0.034969951149821814,training_stability,0.7,2,0.2,7,0.7,1,0.1,0,0.0
failure_obs32_noise020,32,0.2,10,9,0.9,0.5958499732047616,0.982123786904927,0.38627381370016534,0.038365346379578044,0.013072074088713389,0.655124205473871,0.2078600406959514,training_stability,0.6,2,0.2,6,0.6,2,0.2,0,0.0
transition_obs64_noise030,64,0.3,10,9,0.9,0.5958499732047616,0.982123786904927,0.38627381370016534,0.03502218611538405,0.013308137079719324,0.6486175755736814,0.1668430780106136,training_stability,0.6,3,0.3,6,0.6,0,0.0,1,0.1
failure_obs128_noise030,128,0.3,10,10,1.0,0.7224672001371109,1.0,0.27753279986288915,0.03018403258174653,0.01057725200598636,0.704057194540096,0.09488332039987532,training_stability,1.0,0,0.0,10,1.0,0,0.0,0,0.0
failure_obs16_noise030,16,0.3,10,10,1.0,0.7224672001371109,1.0,0.27753279986288915,0.07233355864882465,0.03673634890717359,0.2943121193791948,0.25574861949909033,structural_stability,0.4,2,0.2,3,0.3,1,0.1,4,0.4
