case,label,variant,n_seed,rel_l2_mean,rel_l2_std,cross_rate,reliability_raw_recal_mean,reliability_raw_recal_std,physics_consistency_recal_mean,training_stability_recal_mean,numerical_accuracy_recal_mean,structural_stability_recal_mean
poisson,safe_obs256_noise000,loss_adaptive_uncertainty_v1,3,0.10683066149552663,0.015745460793987406,0,0.3753917128204688,0.09144725916199979,1.0898260785742533e-05,3.002120617414055e-10,0.666656941456873,0.8348990112640042
poisson,degraded_obs8_noise020,loss_adaptive_uncertainty_v1,3,0.1444281761844953,0.08087992114573708,0.3333333333333333,0.3332046192174773,0.23561127902199563,1.5513886029939585e-05,9.080921708477987e-10,0.666666246290009,0.666136715785778
stokes_poiseuille,safe_obs64_noise000,loss_adaptive_uncertainty_v1,3,0.012255877256393433,0.0027757719336845223,0,0.9045150193411229,0.11219295432609344,0.9999342570839052,0.6322979058723354,0.9971134956565613,0.9887144187516896
stokes_poiseuille,critical_obs8_noise0125,loss_adaptive_uncertainty_v1,3,0.033553825691342354,0.004030969354781099,0,0.6660712417849738,0.21018675702590112,0.9964477760418328,0.27045991783906254,0.741115989816175,0.6562612834428246
stokes_poiseuille,failure_obs8_noise0175,loss_adaptive_uncertainty_v1,3,0.039161903162797294,0.006875740848822664,0.6666666666666666,0.5959889266304333,0.06666700506242462,0.9690042123484032,0.3231951475659521,0.46294522783034453,0.6288111187770333
burgers,safe_obs64_noise005,loss_adaptive_uncertainty_v1,3,0.039307164028286934,0.01670118339761719,0.6666666666666666,0.6083759096295613,0.2385822359149676,0.33398234045138264,0.41487340497953357,0.7720391530628975,0.9126087400244314
burgers,transition_obs48_noise010,loss_adaptive_uncertainty_v1,3,0.04405215879281362,0.008675770462093186,1,0.5633694513597463,0.18594786750614312,0.3393549382928548,0.31433828503959704,0.7603724805560994,0.8394121015504338
burgers,seed_sensitive_obs32_noise010,loss_adaptive_uncertainty_v1,3,0.054395282020171486,0.010719495812932502,1,0.5465319708115242,0.05146092129374191,0.3175613249856078,0.6116031438501953,0.598812574780102,0.6581508396301917
burgers,failure_obs32_noise0175,loss_adaptive_uncertainty_v1,3,0.05354526142279307,0.003664795976878313,1,0.5047834440822853,0.07270665583449351,0.35989262057628807,0.4157518845554762,0.632796717887255,0.6106925533101216
