case,label,variant,n_seed,rel_l2_mean,rel_l2_std,cross_rate,reliability_raw_recal_mean,reliability_raw_recal_std,physics_consistency_recal_mean,training_stability_recal_mean,numerical_accuracy_recal_mean,structural_stability_recal_mean
fisher_kpp,safe_obs64_noise000,loss_adaptive_uncertainty_v1,3,0.005521285502860944,0.0007837999409078425,0,0.8860046026744239,0.11373308766250091,0.9765404366314985,0.6402433534709071,0.9691656590210515,0.9580689615742385
fisher_kpp,edge_obs16_noise005,loss_adaptive_uncertainty_v1,3,0.01666979833195607,0.001878737709373316,0.3333333333333333,0.7807471960605069,0.11572569534761287,0.9272381341826029,0.32018493837136613,0.9313232141641955,0.9442424975238632
fisher_kpp,transition_obs128_noise020,loss_adaptive_uncertainty_v1,3,0.01039822492748499,0.0018217450138933425,0,0.8533769255298571,0.09539485683489851,0.9633810485590735,0.5411545251102308,0.9559067796842424,0.9530653487658817
fisher_kpp,failure_obs16_noise030,loss_adaptive_uncertainty_v1,3,0.04041728563606739,0.017747989822228152,1,0.5290961033754025,0.19303089287964628,0.7043650289446401,0.12236882193241554,0.6555423246760959,0.6341082379484584
