case,label,strategy,n_seed,rel_l2_mean,rel_l2_std,reliability_raw_recal_mean,reliability_raw_recal_std,physics_consistency_recal_mean,training_stability_recal_mean,numerical_accuracy_recal_mean,structural_stability_recal_mean
burgers,critical_obs32_noise010,baseline,3,0.05665655558307966,0.034573316791621116,0.5252905335603831,0.3517427180462896,0.5178958106091343,0.379846452846785,0.6086388907314874,0.5947809800541258
burgers,critical_obs32_noise010,naive_region_aware_v1,3,0.045642320066690445,0.00336362087716829,0.4822151765019437,0.08553948239771422,0.3059743560578092,0.27145785622409124,0.7557633098635118,0.5956651838623626
burgers,critical_obs32_noise010,dim_guided_v2,3,0.04992103576660156,0.009962557148596023,0.6554584755802212,0.08653637336773785,0.5430186419396631,0.7897843734244165,0.676422652061553,0.6126082348952522
stokes_poiseuille,critical_obs8_noise0125,baseline,3,0.03887022038300832,0.0028688531090109615,0.7932970595061188,0.09276203194642416,0.8580506267936332,0.8767874519967824,0.5057265819570123,0.9326235772770474
stokes_poiseuille,critical_obs8_noise0125,naive_region_aware_v1,3,0.03975770187874635,0.011414573273718599,0.7731850234810471,0.13511479773859844,0.777674040456519,0.8781486387527,0.5564928222517292,0.8804245924632402
stokes_poiseuille,critical_obs8_noise0125,dim_guided_v2,3,0.03946057210365931,0.002788408057683223,0.7691128705052972,0.08214255621973446,0.8875556209055845,0.8717587367378173,0.4781471753242522,0.8389899490535346
