epoch,loss_total,loss_data,loss_physics,loss_boundary
1.0,9.8079195022583,0.4719075858592987,0.014576232060790062,0.5074267387390137
2.0,7.319894790649414,0.3495905101299286,0.0021717878989875317,0.3821817636489868
3.0,5.305833339691162,0.25060367584228516,0.008150963112711906,0.27916455268859863
4.0,3.7195796966552734,0.17362067103385925,0.02100774087011814,0.1962365061044693
5.0,2.5222952365875244,0.11707990616559982,0.03292926773428917,0.13185669481754303
6.0,1.6863772869110107,0.07974409312009811,0.03931242600083351,0.0849623903632164
7.0,1.183178424835205,0.060029610991477966,0.038712263107299805,0.054416999220848083
8.0,0.966671347618103,0.05516368895769119,0.032662250101566315,0.03823722153902054
9.0,0.9575024247169495,0.06035884842276573,0.024717822670936584,0.032919615507125854
10.0,1.0491113662719727,0.06934995949268341,0.01831137202680111,0.03373004496097565
11.0,1.1387805938720703,0.07632771134376526,0.014810977503657341,0.03606925532221794
12.0,1.1590657234191895,0.0777023658156395,0.013537212274968624,0.03685048595070839
13.0,1.0902154445648193,0.0726713091135025,0.013218949548900127,0.03502834588289261
14.0,0.9517344832420349,0.06263595819473267,0.013210438191890717,0.031216450035572052
15.0,0.7839876413345337,0.050140418112277985,0.01371679175645113,0.02688666619360447
16.0,0.6303380131721497,0.03789035603404045,0.015356723219156265,0.0236077718436718
17.0,0.5242536664009094,0.02805672585964203,0.018609365448355675,0.02250770293176174
18.0,0.4818442761898041,0.021867088973522186,0.023443443700671196,0.023972993716597557
19.0,0.4994300603866577,0.01945468969643116,0.029207855463027954,0.027567528188228607
20.0,0.5563321113586426,0.019973665475845337,0.03478790819644928,0.032180752605199814
21.0,0.6229453086853027,0.021992994472384453,0.03898636996746063,0.03640289604663849
22.0,0.6717236042022705,0.024065036326646805,0.04096616432070732,0.039010707288980484
23.0,0.6860120892524719,0.025213876739144325,0.04050615429878235,0.03933671861886978
24.0,0.6629279851913452,0.02512996643781662,0.037954915314912796,0.03736734017729759
25.0,0.6107869148254395,0.02407398633658886,0.03398864343762398,0.03360583633184433
26.0,0.5440129041671753,0.02263287641108036,0.029348351061344147,0.028833582997322083
