epoch,loss_total,loss_data,loss_physics,loss_boundary
1.0,5.34272575378418,0.2265617549419403,0.5291623473167419,0.25479453802108765
2.0,4.634824752807617,0.18429985642433167,0.5233070254325867,0.22685189545154572
3.0,4.186345100402832,0.1542990803718567,0.5179861187934875,0.2125367969274521
4.0,3.9235172271728516,0.13294294476509094,0.5125089287757874,0.20815789699554443
5.0,3.7742836475372314,0.1168137937784195,0.5065316557884216,0.2099614143371582
6.0,3.6861743927001953,0.10364782810211182,0.5002914667129517,0.21494044363498688
7.0,3.634160041809082,0.09274221211671829,0.49445876479148865,0.22122792899608612
8.0,3.6129310131073,0.08448175340890884,0.4899100065231323,0.22782033681869507
9.0,3.622803211212158,0.07951099425554276,0.4874532222747803,0.23402398824691772
10.0,3.6550378799438477,0.07783056795597076,0.48742952942848206,0.23893028497695923
11.0,3.6867411136627197,0.07831955701112747,0.489390105009079,0.24141554534435272
12.0,3.694305419921875,0.07938483357429504,0.49235644936561584,0.2408100664615631
13.0,3.6700406074523926,0.08008138835430145,0.4955075681209564,0.23737189173698425
14.0,3.623344659805298,0.08041340857744217,0.498492032289505,0.2320718616247177
15.0,3.571280002593994,0.08090893924236298,0.5012813806533813,0.2260909080505371
16.0,3.529284954071045,0.08211202919483185,0.5039377808570862,0.2204226851463318
17.0,3.5058093070983887,0.08426517993211746,0.5064730048179626,0.2156684696674347
18.0,3.5009543895721436,0.087212935090065,0.508808434009552,0.21200165152549744
19.0,3.508467197418213,0.09049750864505768,0.5108001232147217,0.209269180893898
20.0,3.519827127456665,0.09357558190822601,0.5122966170310974,0.20717747509479523
21.0,3.5282254219055176,0.09603147953748703,0.5131927728652954,0.20547178387641907
22.0,3.53045916557312,0.09767230600118637,0.5134523510932922,0.20402836799621582
23.0,3.5265023708343506,0.09849198162555695,0.5131003260612488,0.20284822583198547
24.0,3.5179286003112793,0.09857414662837982,0.512199878692627,0.2019987404346466
25.0,3.5064537525177,0.09800753742456436,0.5108311176300049,0.20155473053455353
26.0,3.4932503700256348,0.09685159474611282,0.5090784430503845,0.20156559348106384
27.0,3.4790616035461426,0.09515254944562912,0.507025957107544,0.20205101370811462
28.0,3.464712142944336,0.0929856151342392,0.5047614574432373,0.2030094712972641
29.0,3.451463222503662,0.0904894694685936,0.5023805499076843,0.20441879332065582
30.0,3.4408435821533203,0.08786904066801071,0.4999895691871643,0.20621635019779205
31.0,3.4339864253997803,0.08536253869533539,0.4977010488510132,0.2082659900188446
32.0,3.4308700561523438,0.08318929374217987,0.4956232011318207,0.210335373878479
33.0,3.4300081729888916,0.0815042182803154,0.49384456872940063,0.21211212873458862
34.0,3.4289498329162598,0.08038152754306793,0.4924209415912628,0.2132713794708252
35.0,3.4253921508789062,0.07983073592185974,0.4913703501224518,0.2135714441537857
36.0,3.4182562828063965,0.07982657104730606,0.49067726731300354,0.2129313349723816
37.0,3.4080562591552734,0.080326147377491,0.49030163884162903,0.21144931018352509
38.0,3.396409511566162,0.08126277476549149,0.49018824100494385,0.20935934782028198
39.0,3.3850882053375244,0.08252812922000885,0.4902726411819458,0.20695342123508453
40.0,3.375192642211914,0.08396448194980621,0.4904869794845581,0.20450608432292938
41.0,3.3668529987335205,0.08538178354501724,0.4907650351524353,0.20222702622413635
42.0,3.3594882488250732,0.08659584075212479,0.4910469055175781,0.20024828612804413
43.0,3.352323055267334,0.08746802061796188,0.4912828207015991,0.1986360102891922
44.0,3.344778537750244,0.08792581409215927,0.4914346933364868,0.19740857183933258
45.0,3.336545467376709,0.08795744925737381,0.4914757311344147,0.19654950499534607
46.0,3.3274383544921875,0.08759152889251709,0.4913897216320038,0.19601331651210785
47.0,3.317289352416992,0.08687983453273773,0.4911712408065796,0.1957319676876068
48.0,3.306020498275757,0.08589275926351547,0.4908249080181122,0.19562679529190063
49.0,3.2938175201416016,0.08472292870283127,0.4903639256954193,0.19562241435050964
50.0,3.281179666519165,0.08348322659730911,0.4898054003715515,0.19565419852733612
51.0,3.2686948776245117,0.08229022473096848,0.4891636371612549,0.19566290080547333
52.0,3.2566394805908203,0.08123797178268433,0.4884440004825592,0.1955815851688385
53.0,3.244713306427002,0.08037889748811722,0.4876410961151123,0.19532832503318787
54.0,3.232171058654785,0.07972650229930878,0.48674309253692627,0.19481630623340607
55.0,3.218296527862549,0.07927758991718292,0.48573923110961914,0.19397814571857452
56.0,3.202864170074463,0.07903380692005157,0.4846252202987671,0.19279010593891144
57.0,3.1862146854400635,0.07900170236825943,0.4834021329879761,0.1912795603275299
58.0,3.1689181327819824,0.07917065173387527,0.48206979036331177,0.1895141899585724
59.0,3.1513314247131348,0.07948724925518036,0.4806196689605713,0.18758392333984375
60.0,3.133383274078369,0.07984782755374908,0.47903311252593994,0.18558719754219055
61.0,3.1146812438964844,0.08011583983898163,0.4772861897945404,0.18362367153167725
62.0,3.094771385192871,0.08015388250350952,0.47536033391952515,0.18178723752498627
63.0,3.073330879211426,0.07985498011112213,0.47325098514556885,0.1801530122756958
64.0,3.050222635269165,0.0791662409901619,0.4709704518318176,0.17875897884368896
65.0,3.025484085083008,0.07810556143522263,0.4685431122779846,0.17758852243423462
66.0,2.999270439147949,0.07676775008440018,0.4659945070743561,0.17655983567237854
67.0,2.9717066287994385,0.07531014829874039,0.4633396565914154,0.17552654445171356
68.0,2.9426870346069336,0.07391379028558731,0.4605763852596283,0.1742972582578659
69.0,2.9118270874023438,0.07273167371749878,0.45768606662750244,0.17268241941928864
70.0,2.8787121772766113,0.07184524089097977,0.45464181900024414,0.1705617904663086
71.0,2.843233346939087,0.07124170660972595,0.4514162838459015,0.16793999075889587
72.0,2.80562162399292,0.07081156969070435,0.44798049330711365,0.16495254635810852
