matrix_name,case,num_observation,noise_std,seed,run_name,rel_l2,physics_rms,boundary_rms,structure_error,loss_std,loss_ratio,reliability_raw,reliability_raw_recal,physics_consistency_recal,training_stability_recal,numerical_accuracy_recal,structural_stability_recal,threshold_rel_l2,crosses_threshold
burgers_probability_boundary_v1,burgers,64,0.05,41,burgers_burgers_probability_boundary_v1_obs64_noise050_seed41,0.028385750949382782,0.06643486022949219,0.0206496212631464,0.0011206269264221191,1.6177965922197862e-05,0.0028684602336142293,0.9164170417262235,0.8846760366984974,0.7340267001372139,0.942013044215642,0.9198435419498293,0.9428208604913041,0.0259927008301019,1
burgers_probability_boundary_v1,burgers,64,0.05,42,burgers_burgers_probability_boundary_v1_obs64_noise050_seed42,0.020123552531003952,0.061773113906383514,0.0146148931235075,0.001057267189025879,0.00021652508093339428,0.0017685289318926033,0.9230837590850681,0.9513739846285545,0.9589056071174806,0.947187959078681,0.955206592370799,0.944195779947257,0.0259927008301019,0
burgers_probability_boundary_v1,burgers,64,0.05,43,burgers_burgers_probability_boundary_v1_obs64_noise050_seed43,0.025042109191417694,0.08117786049842834,0.024427691474556923,0.0019257068634033203,0.0003591127589948251,0.003059990436489223,0.9018224869965665,0.7706202210125238,0.2940910640631924,0.9295337499567021,0.9364927454446922,0.9223633245855085,0.0259927008301019,0
burgers_probability_boundary_v1,burgers,48,0.05,41,burgers_burgers_probability_boundary_v1_obs48_noise050_seed41,0.025363123044371605,0.06673146784305573,0.018995150923728943,0.0007659196853637695,0.00028017417951083166,0.002693010122173758,0.9168832330285033,0.9125712926390457,0.8286742818531486,0.9364385971521585,0.935045758455776,0.9501265330950995,0.0259927008301019,0
burgers_probability_boundary_v1,burgers,48,0.05,42,burgers_burgers_probability_boundary_v1_obs48_noise050_seed42,0.019714200869202614,0.060797907412052155,0.014620929025113583,0.0008949041366577148,0.0001499377486343261,0.001899433653977907,0.9240451854278402,0.9535621190432714,0.9620806798448878,0.9480874789587695,0.9565019610326195,0.9475783563368086,0.0259927008301019,0
burgers_probability_boundary_v1,burgers,48,0.05,43,burgers_burgers_probability_boundary_v1_obs48_noise050_seed43,0.04454903304576874,0.08363256603479385,0.025487402454018593,0.0022441744804382324,0.0017896100667274795,0.0037023744858854747,0.8905361158554161,0.6769708660223377,0.20957704668019447,0.8122800324466208,0.7734716237045769,0.9125547612579585,0.0259927008301019,1
burgers_probability_boundary_v1,burgers,32,0.05,41,burgers_burgers_probability_boundary_v1_obs32_noise050_seed41,0.025401026010513306,0.06346599012613297,0.02270255982875824,0.0007122159004211426,0.00042537369487541935,0.0028120534488115167,0.9182298062560197,0.8493144103710824,0.5812604977605687,0.9299717325875886,0.9348728974671656,0.9511525136690067,0.0259927008301019,0
burgers_probability_boundary_v1,burgers,32,0.05,42,burgers_burgers_probability_boundary_v1_obs32_noise050_seed42,0.039744455367326736,0.06814949959516525,0.020978283137083054,0.002970457077026367,0.006509814429828507,0.0021513547148745704,0.8832431242282036,0.6283908457941142,0.6993747425142218,0.09790475996253285,0.8303837867281222,0.8859000939715798,0.0259927008301019,1
burgers_probability_boundary_v1,burgers,32,0.05,43,burgers_burgers_probability_boundary_v1_obs32_noise050_seed43,0.030676662921905518,0.08750762790441513,0.025759045034646988,0.0023592710494995117,0.0004402996080974281,0.0034498172698578925,0.8931479823193113,0.7228277659089787,0.1548122792672427,0.921529699835371,0.9062268136797172,0.9087422708535837,0.0259927008301019,1
burgers_probability_boundary_v1,burgers,24,0.05,41,burgers_burgers_probability_boundary_v1_obs24_noise050_seed41,0.030967405065894127,0.07589835673570633,0.018557436764240265,0.0016924738883972168,0.00022933140990935002,0.0024321481821289637,0.9074451000105583,0.874194019614264,0.7227363835422288,0.9407858956636395,0.9043573522465012,0.9288964470046869,0.0259927008301019,1
burgers_probability_boundary_v1,burgers,24,0.05,42,burgers_burgers_probability_boundary_v1_obs24_noise050_seed42,0.02911524660885334,0.06418246030807495,0.016468746587634087,0.0006470680236816406,0.0005811325166852073,0.002389644808779044,0.9181181933342889,0.9299276094161439,0.9237316528528814,0.9278926354027065,0.9157158941892106,0.9523702552197773,0.0259927008301019,1
burgers_probability_boundary_v1,burgers,24,0.05,43,burgers_burgers_probability_boundary_v1_obs24_noise050_seed43,0.033300455659627914,0.09637217968702316,0.026560071855783463,0.0037575960159301758,0.0006108781475259468,0.0033141478235947856,0.8814207250286622,0.6799047384020361,0.06609567398364447,0.9161175301953788,0.8881153290760968,0.8492904203530244,0.0259927008301019,1
burgers_probability_boundary_v1,burgers,16,0.05,41,burgers_burgers_probability_boundary_v1_obs16_noise050_seed41,0.028662582859396935,0.07535786181688309,0.021298160776495934,0.0019156932830810547,0.003453178314208782,0.0017446856927871362,0.8984243746600121,0.7358233255232622,0.5928012370065342,0.5095379405926141,0.9182993496571612,0.9226547748367394,0.0259927008301019,1
burgers_probability_boundary_v1,burgers,16,0.05,42,burgers_burgers_probability_boundary_v1_obs16_noise050_seed42,0.04136153310537338,0.06179144233465195,0.017734110355377197,0.005202889442443848,0.00112618342866321,0.001722696700841432,0.9145347216692115,0.8433628698867317,0.9022700861097421,0.9007802449596423,0.8126120919732158,0.7577890565043264,0.0259927008301019,1
burgers_probability_boundary_v1,burgers,16,0.05,43,burgers_burgers_probability_boundary_v1_obs16_noise050_seed43,0.030943218618631363,0.07921350747346878,0.02433844469487667,0.0014001727104187012,6.736982256994388e-05,0.002849770404248185,0.9030688951566219,0.7771967043991211,0.3269741162000256,0.9409318700654649,0.9045141325474839,0.9363666987835101,0.0259927008301019,1
burgers_probability_boundary_v1,burgers,64,0.1,41,burgers_burgers_probability_boundary_v1_obs64_noise100_seed41,0.03119293600320816,0.07148243486881256,0.02324402518570423,0.001810908317565918,0.00016981576166495065,0.006136911197648293,0.910299836304612,0.7993244408697486,0.49326042555198774,0.8755080541371799,0.9028843134841862,0.9256449703056403,0.0259927008301019,1
burgers_probability_boundary_v1,burgers,64,0.1,42,burgers_burgers_probability_boundary_v1_obs64_noise100_seed42,0.02443893812596798,0.06540229916572571,0.014964904636144638,0.002106785774230957,0.0003588119867370188,0.004488009312426336,0.9187431445220328,0.9255295229807413,0.9380378742645211,0.908032908188171,0.9391305962020241,0.9169167132682491,0.0259927008301019,0
burgers_probability_boundary_v1,burgers,64,0.1,43,burgers_burgers_probability_boundary_v1_obs64_noise100_seed43,0.025064297020435333,0.08383199572563171,0.024283012375235558,0.0016248822212219238,0.0006032060197143905,0.005763900375200143,0.8986102809137455,0.7498674075180387,0.2618165061246464,0.8705666549287137,0.9363937068840548,0.93069276213474,0.0259927008301019,0
