noise_std,mean_cross_rate,mean_ci_width,max_ci_width
0.05,0.6666666666666666,0.6631078853885517,0.730848454477556
0.1,0.8,0.6292376008440497,0.730848454477556
0.125,0.9333333333333332,0.5953673162995475,0.730848454477556
0.15,1.0,0.5614970317550454,0.5614970317550454
0.175,1.0,0.5614970317550454,0.5614970317550454
