label,num_observation,noise_std,n_seed,rel_l2_mean,rel_l2_std,rel_l2_min,rel_l2_max,reliability_raw_mean,reliability_raw_std,structure_error_mean,structure_error_std,crosses_threshold_count,crosses_threshold_rate
safe_clean_obs256_noise000,256,0.0,30,0.06988941927750905,0.023065194329966777,0.037049613893032074,0.15745370090007782,0.8722758359952892,0.0655334632734659,0.003187115987141927,0.0023197086401035433,0,0.0
safe_edge_obs128_noise005,128,0.05,30,0.07114478498697281,0.021082986295968748,0.03627537190914154,0.13461744785308838,0.8832382772116739,0.041121872371438176,0.003404239813486735,0.0021949773387133875,0,0.0
edge_obs64_noise010,64,0.1,30,0.08614267768959204,0.024677237647811767,0.04630199447274208,0.14292430877685547,0.8703246888212137,0.052676689317100074,0.005001252889633179,0.0029807548032760203,0,0.0
transition_obs32_noise010,32,0.1,30,0.09683714285492898,0.023698162626547666,0.053965091705322266,0.15294858813285828,0.8660537114978258,0.041099497916973496,0.00574570894241333,0.003391385031568872,0,0.0
transition_obs16_noise015,16,0.15,30,0.15299182310700415,0.03437895484529583,0.1025434136390686,0.24950650334358215,0.809650292181135,0.07513596828793001,0.013563454151153564,0.009418503067211922,0,0.0
failure_obs16_noise020,16,0.2,30,0.17393043711781503,0.039856688064627395,0.09168540686368942,0.2780354917049408,0.7805750982701474,0.07070227368078884,0.016204464435577392,0.011507762431903483,2,0.06666666666666667
failure_obs8_noise015,8,0.15,30,0.24281075696150461,0.10434773628284719,0.11093348264694214,0.508392870426178,0.7499440608300693,0.09236959722632489,0.023626456658045452,0.016638119251346145,12,0.4
failure_obs8_noise020,8,0.2,30,0.2600787321726481,0.11317297880177005,0.13277621567249298,0.5667993426322937,0.7371160744357613,0.07830475093978626,0.025980931520462037,0.019931155139637793,12,0.4
