term,coef,odds_ratio,coef_ci_low,coef_ci_high,n_boot_success
intercept,-5.414357527756727,0.004452197307271602,-8.042247651489378,-3.91689281964373,200
log_sparsity,0.9153481976601341,2.497644774579577,0.5434262315555746,1.4887517252633504,200
noise,23.842743426817353,22634552034.763527,18.740312779156454,32.13513925726046,200
burgers_shift,1.7438158436716853,5.71912512587431,-0.17780443344770133,4.214195488766522,200
burgers_x_sparsity,-0.2673254524475256,0.7654239218356387,-0.9314740883912028,0.2971996818732096,200
burgers_x_noise,-5.7919129569775905,0.0030521379797121997,-16.645852644872217,2.5401899117470914,200
