seed,rel_l2_rank_rho,R_rank_rho
41,0.8571428571428572,0.7380952380952381
42,0.9523809523809523,0.9047619047619048
43,0.5714285714285714,0.9047619047619048
44,0.6666666666666667,0.45238095238095233
45,0.5952380952380952,0.5
46,0.8095238095238095,0.9285714285714286
47,0.8333333333333334,0.9761904761904762
48,0.45238095238095233,0.30952380952380953
49,0.9047619047619048,0.9523809523809523
50,0.7619047619047619,0.7857142857142857
