epoch,loss_total,objective_total,loss_data,loss_physics,loss_boundary,weight_data,weight_physics,weight_boundary
1.0,11.0224609375,11.0224609375,0.5205254554748535,0.0451178252696991,0.5772088766098022,10.0,1.0,10.0
2.0,8.580738067626953,8.580738067626953,0.40334606170654297,0.0123416967689991,0.45349356532096863,10.0,1.0,10.0
3.0,6.565309047698975,6.565309047698975,0.3065418601036072,0.004335797391831875,0.34955543279647827,10.0,1.0,10.0
4.0,4.92085075378418,4.92085075378418,0.2278718203306198,0.008951516821980476,0.26331812143325806,10.0,1.0,10.0
5.0,3.596229076385498,3.596229076385498,0.1651284098625183,0.018104294314980507,0.19268406927585602,10.0,1.0,10.0
6.0,2.5519843101501465,2.5519843101501465,0.11658551543951035,0.026703204959630966,0.13594260811805725,10.0,1.0,10.0
7.0,1.7618770599365234,1.7618770599365234,0.0810425877571106,0.03180047124624252,0.09196506440639496,10.0,1.0,10.0
8.0,1.2072731256484985,1.2072731256484985,0.05750477686524391,0.032194867730140686,0.060003045946359634,10.0,1.0,10.0
9.0,0.867814302444458,0.867814302444458,0.04468892887234688,0.028303733095526695,0.03926213085651398,10.0,1.0,10.0
10.0,0.7117425799369812,0.7117425799369812,0.04055097699165344,0.021941935643553734,0.02842908911406994,10.0,1.0,10.0
11.0,0.6903674602508545,0.6903674602508545,0.04210103303194046,0.015661271288990974,0.025369584560394287,10.0,1.0,10.0
12.0,0.741709291934967,0.741709291934967,0.04576639458537102,0.011601146310567856,0.02724441885948181,10.0,1.0,10.0
13.0,0.804336667060852,0.804336667060852,0.04828009754419327,0.010500495322048664,0.03110351786017418,10.0,1.0,10.0
14.0,0.8342709541320801,0.8342709541320801,0.04760952666401863,0.011692713014781475,0.03464830294251442,10.0,1.0,10.0
15.0,0.8144975900650024,0.8144975900650024,0.04335677996277809,0.014004260301589966,0.036692552268505096,10.0,1.0,10.0
16.0,0.7526361346244812,0.7526361346244812,0.036486413329839706,0.016673609614372253,0.03710984066128731,10.0,1.0,10.0
17.0,0.670628547668457,0.670628547668457,0.02866828255355358,0.01963491551578045,0.03643108531832695,10.0,1.0,10.0
18.0,0.5928091406822205,0.5928091406822205,0.021587973460555077,0.023198924958705902,0.03537304699420929,10.0,1.0,10.0
19.0,0.5367295145988464,0.5367295145988464,0.01643608696758747,0.027529962360858917,0.03448386862874031,10.0,1.0,10.0
20.0,0.5086325407028198,0.5086325407028198,0.013660019263625145,0.03230136260390282,0.033973097801208496,10.0,1.0,10.0
21.0,0.5038321614265442,0.5038321614265442,0.012991345487535,0.03671974688768387,0.03371989727020264,10.0,1.0,10.0
22.0,0.510854959487915,0.510854959487915,0.013694971799850464,0.03986204415559769,0.03340432047843933,10.0,1.0,10.0
23.0,0.5170226693153381,0.5170226693153381,0.014914155006408691,0.04108167812228203,0.03267994523048401,10.0,1.0,10.0
24.0,0.5129873752593994,0.5129873752593994,0.015963299199938774,0.040234219282865524,0.031312018632888794,10.0,1.0,10.0
25.0,0.49484679102897644,0.49484679102897644,0.016478145495057106,0.03764186054468155,0.029242347925901413,10.0,1.0,10.0
26.0,0.46397119760513306,0.46397119760513306,0.016422556713223457,0.03389185667037964,0.026585377752780914,10.0,1.0,10.0
27.0,0.42545902729034424,0.42545902729034424,0.01600346900522709,0.029613133519887924,0.023581121116876602,10.0,1.0,10.0
28.0,0.3861238360404968,0.3861238360404968,0.015549993142485619,0.025323059409856796,0.020530084148049355,10.0,1.0,10.0
29.0,0.3525885343551636,0.3525885343551636,0.015394922345876694,0.021366281434893608,0.017727304250001907,10.0,1.0,10.0
30.0,0.3297826647758484,0.3297826647758484,0.015779638662934303,0.017924319952726364,0.01540619507431984,10.0,1.0,10.0
31.0,0.3199920058250427,0.3199920058250427,0.01679345965385437,0.015060799196362495,0.013699661940336227,10.0,1.0,10.0
32.0,0.3225349187850952,0.3225349187850952,0.01835268922150135,0.01277176197618246,0.012623627670109272,10.0,1.0,10.0
33.0,0.3340931534767151,0.3340931534767151,0.02022094652056694,0.011022971011698246,0.012086070142686367,10.0,1.0,10.0
34.0,0.34962576627731323,0.34962576627731323,0.022065702825784683,0.009769706055521965,0.011919904500246048,10.0,1.0,10.0
35.0,0.36366307735443115,0.36366307735443115,0.02353776805102825,0.008964215405285358,0.011932119727134705,10.0,1.0,10.0
36.0,0.37165209650993347,0.37165209650993347,0.024353250861167908,0.008559075184166431,0.011956051923334599,10.0,1.0,10.0
37.0,0.37099283933639526,0.37099283933639526,0.024356139823794365,0.008511573076248169,0.011891983449459076,10.0,1.0,10.0
38.0,0.36149710416793823,0.36149710416793823,0.023545818403363228,0.008788947016000748,0.011724998243153095,10.0,1.0,10.0
39.0,0.3451923131942749,0.3451923131942749,0.022065361961722374,0.009370817802846432,0.01151678804308176,10.0,1.0,10.0
40.0,0.32558414340019226,0.32558414340019226,0.020157765597105026,0.010245516896247864,0.011376096867024899,10.0,1.0,10.0
41.0,0.30663245916366577,0.30663245916366577,0.018104949966073036,0.011399821378290653,0.011418314650654793,10.0,1.0,10.0
42.0,0.2917296290397644,0.2917296290397644,0.016166336834430695,0.012804764322936535,0.011726150289177895,10.0,1.0,10.0
43.0,0.2829321622848511,0.2829321622848511,0.014531201682984829,0.014402175322175026,0.012321796268224716,10.0,1.0,10.0
44.0,0.2806096076965332,0.2806096076965332,0.01329414639621973,0.01609724946320057,0.013157090172171593,10.0,1.0,10.0
45.0,0.2835553288459778,0.2835553288459778,0.012456211261451244,0.01776149496436119,0.01412317343056202,10.0,1.0,10.0
46.0,0.28948959708213806,0.28948959708213806,0.011948059312999249,0.019247759133577347,0.015076125040650368,10.0,1.0,10.0
47.0,0.2957862615585327,0.2957862615585327,0.011666277423501015,0.02041487954556942,0.01587086170911789,10.0,1.0,10.0
48.0,0.3002009987831116,0.3002009987831116,0.011510966345667839,0.021155182272195816,0.016393613070249557,10.0,1.0,10.0
49.0,0.30139821767807007,0.30139821767807007,0.01141391508281231,0.02141609787940979,0.01658429577946663,10.0,1.0,10.0
50.0,0.2991516590118408,0.2991516590118408,0.011350560933351517,0.021208833903074265,0.016443723812699318,10.0,1.0,10.0
51.0,0.29420948028564453,0.29420948028564453,0.011335046961903572,0.020601961761713028,0.01602570340037346,10.0,1.0,10.0
52.0,0.28791362047195435,0.28791362047195435,0.011402933858335018,0.019703248515725136,0.015418104827404022,10.0,1.0,10.0
53.0,0.2817228436470032,0.2817228436470032,0.011589099653065205,0.018636370077729225,0.014719545841217041,10.0,1.0,10.0
54.0,0.2767895460128784,0.2767895460128784,0.01190874818712473,0.017519503831863403,0.014018254354596138,10.0,1.0,10.0
55.0,0.2737009823322296,0.2737009823322296,0.012347136624157429,0.016450461000204086,0.013377915136516094,10.0,1.0,10.0
56.0,0.27242910861968994,0.27242910861968994,0.012860220856964588,0.01549984235316515,0.012832706794142723,10.0,1.0,10.0
57.0,0.27246710658073425,0.27246710658073425,0.013384846039116383,0.014711095951497555,0.012390755116939545,10.0,1.0,10.0
58.0,0.2730786204338074,0.2730786204338074,0.013854227028787136,0.014104802161455154,0.012043153867125511,10.0,1.0,10.0
59.0,0.27356311678886414,0.27356311678886414,0.014213395304977894,0.013684417121112347,0.011774473823606968,10.0,1.0,10.0
60.0,0.2734523415565491,0.2734523415565491,0.014429854229092598,0.013441557064652443,0.011571223847568035,10.0,1.0,10.0
61.0,0.2725921869277954,0.2725921869277954,0.014497154392302036,0.013359878212213516,0.011426078155636787,10.0,1.0,10.0
62.0,0.2711080014705658,0.2711080014705658,0.014431407675147057,0.013417602516710758,0.01133763138204813,10.0,1.0,10.0
63.0,0.26929038763046265,0.26929038763046265,0.014263094402849674,0.013589072972536087,0.011307036504149437,10.0,1.0,10.0
64.0,0.2674572467803955,0.2674572467803955,0.014027471654117107,0.013845901936292648,0.011333662085235119,10.0,1.0,10.0
65.0,0.26584145426750183,0.26584145426750183,0.013756574131548405,0.014157988131046295,0.011411772109568119,10.0,1.0,10.0
66.0,0.2645350396633148,0.2645350396633148,0.01347462646663189,0.014494681730866432,0.0115294074639678,10.0,1.0,10.0
67.0,0.26349499821662903,0.26349499821662903,0.013197236694395542,0.014826133847236633,0.011669649742543697,10.0,1.0,10.0
68.0,0.2625964879989624,0.2625964879989624,0.012933555990457535,0.015124991536140442,0.011813593097031116,10.0,1.0,10.0
69.0,0.261701762676239,0.261701762676239,0.01268960814923048,0.015368211083114147,0.011943747289478779,10.0,1.0,10.0
70.0,0.2607201337814331,0.2607201337814331,0.012471276335418224,0.015538912266492844,0.012046845629811287,10.0,1.0,10.0
71.0,0.2596363425254822,0.2596363425254822,0.012285690754652023,0.015627745538949966,0.012115169316530228,10.0,1.0,10.0
72.0,0.2585028111934662,0.2585028111934662,0.012140635401010513,0.01563345640897751,0.012146299704909325,10.0,1.0,10.0
73.0,0.2574046850204468,0.2574046850204468,0.01204253826290369,0.01556240301579237,0.012141687795519829,10.0,1.0,10.0
74.0,0.2564151883125305,0.2564151883125305,0.011994031257927418,0.015427120961248875,0.012104775756597519,10.0,1.0,10.0
75.0,0.25556105375289917,0.25556105375289917,0.011992223560810089,0.015244226902723312,0.012039458379149437,10.0,1.0,10.0
76.0,0.25481101870536804,0.25481101870536804,0.01202851440757513,0.015032220631837845,0.01194936502724886,10.0,1.0,10.0
77.0,0.2540905177593231,0.2540905177593231,0.012090058997273445,0.014809525571763515,0.011838042177259922,10.0,1.0,10.0
78.0,0.25331541895866394,0.25331541895866394,0.01216252613812685,0.014592966064810753,0.011709718964993954,10.0,1.0,10.0
79.0,0.25242626667022705,0.25242626667022705,0.012232990004122257,0.014396673068404198,0.011569971218705177,10.0,1.0,10.0
80.0,0.25141242146492004,0.25141242146492004,0.012292199768126011,0.014231286942958832,0.011425914242863655,10.0,1.0,10.0
81.0,0.25031349062919617,0.25031349062919617,0.012335456907749176,0.014103353023529053,0.011285556480288506,10.0,1.0,10.0
82.0,0.24920102953910828,0.24920102953910828,0.012362073175609112,0.01401501800864935,0.011156527325510979,10.0,1.0,10.0
83.0,0.2481493502855301,0.2481493502855301,0.012373882345855236,0.013964079320430756,0.011044643819332123,10.0,1.0,10.0
84.0,0.24720680713653564,0.24720680713653564,0.01237344928085804,0.013944549486041069,0.010952777229249477,10.0,1.0,10.0
85.0,0.24638035893440247,0.24638035893440247,0.012362722307443619,0.013947716914117336,0.010880541056394577,10.0,1.0,10.0
86.0,0.24563661217689514,0.24563661217689514,0.012342493049800396,0.013963538222014904,0.010824814438819885,10.0,1.0,10.0
87.0,0.24491813778877258,0.24491813778877258,0.012312646023929119,0.013982156291604042,0.010780951008200645,10.0,1.0,10.0
88.0,0.244166299700737,0.244166299700737,0.012272904627025127,0.013995246961712837,0.010744201019406319,10.0,1.0,10.0
89.0,0.24334269762039185,0.24334269762039185,0.012223633006215096,0.013996991328895092,0.010710937902331352,10.0,1.0,10.0
90.0,0.24243977665901184,0.24243977665901184,0.012166282162070274,0.013984532095491886,0.010679241269826889,10.0,1.0,10.0
91.0,0.2414797842502594,0.2414797842502594,0.012103349901735783,0.013957918621599674,0.010648836381733418,10.0,1.0,10.0
92.0,0.2405024617910385,0.2405024617910385,0.012037847191095352,0.013919566757977009,0.01062044221907854,10.0,1.0,10.0
93.0,0.23954856395721436,0.23954856395721436,0.011972617357969284,0.013873454183340073,0.010594893246889114,10.0,1.0,10.0
94.0,0.23864451050758362,0.23864451050758362,0.011909699998795986,0.013824151828885078,0.010572335682809353,10.0,1.0,10.0
95.0,0.23779542744159698,0.23779542744159698,0.011850100941956043,0.013775955885648727,0.010551845654845238,10.0,1.0,10.0
96.0,0.23698623478412628,0.23698623478412628,0.011793937534093857,0.013732194900512695,0.010531465522944927,10.0,1.0,10.0
97.0,0.2361907809972763,0.2361907809972763,0.011740924790501595,0.013694834895431995,0.010508669540286064,10.0,1.0,10.0
98.0,0.23538319766521454,0.23538319766521454,0.01169090997427702,0.013664341531693935,0.010480975732207298,10.0,1.0,10.0
99.0,0.23454740643501282,0.23454740643501282,0.011644262820482254,0.013639776036143303,0.010446500033140182,10.0,1.0,10.0
100.0,0.2336810976266861,0.2336810976266861,0.011601939797401428,0.013619045726954937,0.01040426455438137,10.0,1.0,10.0
