suite_name,case,label,variant,strategy,seed,num_observation,noise_std,run_name,rel_l2,threshold_rel_l2,crosses_threshold,reliability_raw_recal,physics_consistency_recal,training_stability_recal,numerical_accuracy_recal,structural_stability_recal,physics_rms,boundary_rms,structure_error,loss_std,loss_ratio
variant_robustness_fisher_v1,fisher_kpp,safe_obs64_noise000,baseline,baseline,41,64,0.0,fisher_kpp_variant_robustness_fisher_v1_safe_obs64_noise000_baseline_seed41,0.011920958757400513,0.0188607699237763,0,0.9123978260545242,0.9243518814137408,0.8223154308545034,0.9512393730831751,0.9516846188666779,0.01929834485054016,0.00787247996777296,0.0001266002655029297,2.1023375057984414e-05,0.00018114013498785766
variant_robustness_fisher_v1,fisher_kpp,safe_obs64_noise000,baseline,baseline,42,64,0.0,fisher_kpp_variant_robustness_fisher_v1_safe_obs64_noise000_baseline_seed42,0.0116400346159935,0.0188607699237763,0,0.953713419559475,0.956959130878764,0.9564765145950503,0.9522046105665531,0.9492134221975325,0.017340566962957382,0.0040600476786494255,0.000156402587890625,4.1355911669935275e-06,7.045991161417816e-05
variant_robustness_fisher_v1,fisher_kpp,safe_obs64_noise000,baseline,baseline,43,64,0.0,fisher_kpp_variant_robustness_fisher_v1_safe_obs64_noise000_baseline_seed43,0.01572338677942753,0.0188607699237763,0,0.853292672151485,0.8886172435559169,0.6516176949298037,0.9362245992680455,0.9367111508521737,0.024207182228565216,0.008724025450646877,0.00028890371322631836,2.9104502746604904e-05,0.00022771269151430023
variant_robustness_fisher_v1,fisher_kpp,safe_obs64_noise000,capacity_v1,baseline,41,64,0.0,fisher_kpp_variant_robustness_fisher_v1_safe_obs64_noise000_capacity_v1_seed41,0.009296181611716747,0.0188607699237763,0,0.9573959769335506,0.9585740873855555,0.9586110013677668,0.9595784000924446,0.9528204188884355,0.015078088268637657,0.004977874923497438,0.00011241436004638672,3.2124470757795114e-06,7.463864546603542e-05
variant_robustness_fisher_v1,fisher_kpp,safe_obs64_noise000,capacity_v1,baseline,42,64,0.0,fisher_kpp_variant_robustness_fisher_v1_safe_obs64_noise000_capacity_v1_seed42,0.009577806107699871,0.0188607699237763,0,0.9591551272437056,0.9675412039059107,0.9590530280565076,0.9587535564692767,0.9512727205431272,0.012351378798484802,0.004234811291098595,0.0001316666603088379,2.780788996344636e-06,0.00014706454466065696
variant_robustness_fisher_v1,fisher_kpp,safe_obs64_noise000,capacity_v1,baseline,43,64,0.0,fisher_kpp_variant_robustness_fisher_v1_safe_obs64_noise000_capacity_v1_seed43,0.011219589039683342,0.0188607699237763,0,0.9476080826479691,0.9552896451198257,0.9339786014397783,0.9536153890964055,0.9475486949358671,0.014925793744623661,0.005605917423963547,0.00017571449279785156,1.000861664709144e-05,0.0001841173097503755
variant_robustness_fisher_v1,fisher_kpp,safe_obs64_noise000,weight_balanced_v2,baseline,41,64,0.0,fisher_kpp_variant_robustness_fisher_v1_safe_obs64_noise000_weight_balanced_v2_seed41,0.017572304233908653,0.0188607699237763,0,0.7577615823227999,0.9096885570185916,0.2587217390485377,0.9274539330702574,0.9351821001538132,0.01952161081135273,0.009134096093475819,0.0003033876419067383,4.622010217618678e-05,0.0003001162557466637
variant_robustness_fisher_v1,fisher_kpp,safe_obs64_noise000,weight_balanced_v2,baseline,42,64,0.0,fisher_kpp_variant_robustness_fisher_v1_safe_obs64_noise000_weight_balanced_v2_seed42,0.013511615805327892,0.0188607699237763,0,0.9525068968501355,0.9634049868335424,0.9563882906949124,0.945416266828417,0.9448180430436701,0.01532417070120573,0.0038529534358531237,0.00020617246627807617,4.149341324711493e-06,7.866995716971045e-05
variant_robustness_fisher_v1,fisher_kpp,safe_obs64_noise000,weight_balanced_v2,baseline,43,64,0.0,fisher_kpp_variant_robustness_fisher_v1_safe_obs64_noise000_weight_balanced_v2_seed43,0.01812032423913479,0.0188607699237763,0,0.8306225116044971,0.9131455218158421,0.5601176290450328,0.9246477524752483,0.924579143081865,0.021026719361543655,0.008228127844631672,0.00039589405059814453,3.267774215502625e-05,0.0002508992333944269
variant_robustness_fisher_v1,fisher_kpp,edge_obs16_noise005,baseline,baseline,41,16,0.05,fisher_kpp_variant_robustness_fisher_v1_edge_obs16_noise005_baseline_seed41,0.013565572910010815,0.0188607699237763,0,0.891765473130284,0.9203312384962687,0.7511236476011104,0.9452076664751048,0.9503993399486517,0.019965890794992447,0.008001385256648064,0.00014227628707885742,2.471342661682802e-05,0.0005805668893491965
