label,num_observation,noise_std,n_seed,rel_l2_mean,rel_l2_std,rel_l2_min,rel_l2_max,reliability_raw_mean,reliability_raw_std,structure_error_mean,structure_error_std,crosses_threshold_count,crosses_threshold_rate
safe_clean_obs64_noise000,64,0.0,30,0.010595900860304633,0.0029715158896901845,0.0062456801533699036,0.018672674894332886,0.9488115086568057,0.0015040052121367406,0.00012336770693461102,8.89801030123511e-05,0,0.0
edge_obs16_noise005,16,0.05,30,0.01735971268887321,0.004966439746853645,0.008102181367576122,0.026468392461538315,0.9460221880333977,0.0023435516247349813,0.0002607583999633789,0.00018221867445635323,9,0.3
edge_obs32_noise010,32,0.1,30,0.01888687467823426,0.005387952494450461,0.009899863973259926,0.03276355192065239,0.9455026454153193,0.002625239498333488,0.00024901628494262696,0.00015573720266534897,16,0.5333333333333333
transition_obs128_noise020,128,0.2,30,0.018421444296836852,0.004231560123922079,0.009046655148267746,0.025868384167551994,0.9453239501816428,0.0019860235236796894,0.0002638657887776693,0.00015513843610021896,17,0.5666666666666667
failure_obs32_noise020,32,0.2,30,0.03219922259449959,0.009991606660124774,0.017671186476945877,0.05681925639510155,0.9378357416129969,0.005614364305429592,0.0005843758583068848,0.00037090591404977406,28,0.9333333333333333
transition_obs64_noise030,64,0.3,30,0.03341283972064654,0.008772490900605572,0.019145414233207703,0.05135519802570343,0.9359197770010614,0.006820210342091618,0.0007494747638702393,0.0005806016040315493,30,1.0
failure_obs128_noise030,128,0.3,30,0.025218119596441588,0.00648573474173599,0.011523909866809845,0.03738991543650627,0.9414657716455583,0.0031208386171102326,0.0004724899927775065,0.0003159274701533521,24,0.8
failure_obs16_noise030,16,0.3,30,0.069448521733284,0.029344763743909354,0.01956099644303322,0.12670566141605377,0.9001557693947035,0.03350603368262309,0.0038119574387868245,0.004237195181911726,30,1.0
