matrix_name,case,num_observation,noise_std,seed,observation_ratio,run_name,rel_l2,reliability_raw,physics_rms,boundary_rms,structure_error,loss_std,loss_ratio
coarse_v2,burgers,64,0.0,42,0.25,burgers_coarse_v2_obs64_noise000_seed42,0.01070053968578577,0.9411729939589557,0.037775490432977676,0.008430969901382923,0.00016355514526367188,2.433060236620866e-05,0.0003535014979906041
coarse_v2,burgers,32,0.0,42,0.125,burgers_coarse_v2_obs32_noise000_seed42,0.011871214024722576,0.9396920618096725,0.03911592438817024,0.00950474850833416,0.00015813112258911133,0.0002569373768623664,0.0003896138903898977
coarse_v2,burgers,16,0.0,42,0.0625,burgers_coarse_v2_obs16_noise000_seed42,0.01683749072253704,0.9389287126973388,0.03883197531104088,0.010430455207824707,0.0006839632987976074,5.818540340573749e-05,0.0004630586453348894
coarse_v2,burgers,8,0.0,42,0.03125,burgers_coarse_v2_obs8_noise000_seed42,0.03988886997103691,0.89694795029892,0.05011209100484848,0.018574588000774384,0.0028868913650512695,0.006487041009627458,0.002310903191081103
coarse_v2,burgers,256,0.05,42,1.0,burgers_coarse_v2_obs256_noise050_seed42,0.011920938268303871,0.9391324425874763,0.040996186435222626,0.009596888907253742,0.00014573335647583008,4.4828883571006195e-05,0.0013263701564578693
coarse_v2,burgers,128,0.05,42,0.5,burgers_coarse_v2_obs128_noise050_seed42,0.014363409020006657,0.9392483658313242,0.040023498237133026,0.009115834720432758,0.0003191828727722168,2.1806976230305583e-05,0.0012721510501184276
coarse_v2,burgers,64,0.05,42,0.25,burgers_coarse_v2_obs64_noise050_seed42,0.020985189825296402,0.9357896259146259,0.04121161997318268,0.010689892806112766,0.0010204315185546875,0.0005921446537756575,0.0014123405088113888
coarse_v2,burgers,32,0.05,42,0.125,burgers_coarse_v2_obs32_noise050_seed42,0.02348615601658821,0.9333571601552088,0.044941246509552,0.012390607967972755,0.0009436607360839844,0.000396206490307887,0.0013303891294712267
coarse_v2,burgers,16,0.05,42,0.0625,burgers_coarse_v2_obs16_noise050_seed42,0.02556617185473442,0.9348041261153702,0.041193123906850815,0.011865826323628426,0.0018680095672607422,0.00038442659224252607,0.0010894987185948084
coarse_v2,burgers,8,0.05,42,0.03125,burgers_coarse_v2_obs8_noise050_seed42,0.03255367651581764,0.8356277133829461,0.050610803067684174,0.01936446689069271,0.0004393458366394043,0.011882700534543702,0.002938077573431136
coarse_v2,burgers,256,0.1,42,1.0,burgers_coarse_v2_obs256_noise100_seed42,0.014265676029026508,0.939015809987641,0.04010525345802307,0.00990402139723301,0.000324249267578125,2.37258068085188e-05,0.003942861987585923
coarse_v2,burgers,128,0.1,42,0.5,burgers_coarse_v2_obs128_noise100_seed42,0.019355006515979767,0.9364825735410919,0.042516909539699554,0.010035792365670204,0.0005445480346679688,0.00016362181148785204,0.004088776471246228
coarse_v2,burgers,64,0.1,42,0.25,burgers_coarse_v2_obs64_noise100_seed42,0.022471806034445763,0.9329387395260367,0.04673118144273758,0.011111789382994175,0.0017431974411010742,0.00027904320438868185,0.00392919347267339
coarse_v2,burgers,32,0.1,42,0.125,burgers_coarse_v2_obs32_noise100_seed42,0.029801150783896446,0.9299847326274289,0.04980436712503433,0.010694524273276329,0.0018019676208496094,5.49023010945377e-05,0.0029795875953216445
coarse_v2,burgers,16,0.1,42,0.0625,burgers_coarse_v2_obs16_noise100_seed42,0.0396701842546463,0.9254208015122952,0.051157042384147644,0.014187159016728401,0.0041498541831970215,7.617058094527998e-05,0.002607155070890567
coarse_v2,burgers,8,0.1,42,0.03125,burgers_coarse_v2_obs8_noise100_seed42,0.04597363620996475,0.9198467344305451,0.056400179862976074,0.012777889147400856,0.0060329437255859375,0.000287240008662211,0.0019155428867805183
coarse_v2,burgers,256,0.15,42,1.0,burgers_coarse_v2_obs256_noise150_seed42,0.013993894681334496,0.9384321700442806,0.0409863255918026,0.010413220152258873,0.00034880638122558594,3.956558638148938e-05,0.008294150891726821
coarse_v2,burgers,128,0.15,42,0.5,burgers_coarse_v2_obs128_noise150_seed42,0.02673356793820858,0.9326258805275027,0.04624463990330696,0.011386625468730927,0.0012704133987426758,3.8230569647313794e-05,0.008731130901294537
coarse_v2,burgers,64,0.15,42,0.25,burgers_coarse_v2_obs64_noise150_seed42,0.029615631327033043,0.9261642017061535,0.05454143136739731,0.013532893732190132,0.003291904926300049,2.2224417043769943e-05,0.008445980261406688
coarse_v2,burgers,32,0.15,42,0.125,burgers_coarse_v2_obs32_noise150_seed42,0.046991679817438126,0.9178832170832893,0.05966942384839058,0.012364352121949196,0.004688620567321777,7.087736483927601e-05,0.006227200886446535
coarse_v2,burgers,16,0.15,42,0.0625,burgers_coarse_v2_obs16_noise150_seed42,0.05180545151233673,0.8856319702993718,0.0669417679309845,0.021823331713676453,0.008080661296844482,0.005701851136769866,0.0067985759080002265
coarse_v2,burgers,8,0.15,42,0.03125,burgers_coarse_v2_obs8_noise150_seed42,0.05889225751161575,0.9075545947221422,0.06612597405910492,0.01387785654515028,0.010557711124420166,0.00013517296153172314,0.003374703130077268
coarse_v2,burgers,256,0.2,42,1.0,burgers_coarse_v2_obs256_noise200_seed42,0.016740234568715096,0.9368806692605565,0.04243612289428711,0.011044798418879509,0.0006341934204101562,4.233733788742772e-05,0.014357243544872065
coarse_v2,burgers,128,0.2,42,0.5,burgers_coarse_v2_obs128_noise200_seed42,0.04450821131467819,0.9172368127745428,0.0541040301322937,0.016472220420837402,0.0037323832511901855,0.001935632523003654,0.01571103479262783
coarse_v2,burgers,64,0.2,42,0.25,burgers_coarse_v2_obs64_noise200_seed42,0.03832875192165375,0.9143705520832583,0.06390295922756195,0.017656175419688225,0.005274653434753418,0.0007579353158501812,0.01483344012502577
coarse_v2,burgers,32,0.2,42,0.125,burgers_coarse_v2_obs32_noise200_seed42,0.06238524243235588,0.9016992218932129,0.07162401080131531,0.01447074580937624,0.008590340614318848,0.00012673399081424727,0.010752659858731875
coarse_v2,burgers,16,0.2,42,0.0625,burgers_coarse_v2_obs16_noise200_seed42,0.07269211858510971,0.8876968658076823,0.0768512487411499,0.02351337857544422,0.012398302555084229,0.0011928761565921915,0.009239967437143021
coarse_v2,burgers,8,0.2,42,0.03125,burgers_coarse_v2_obs8_noise200_seed42,0.07792701572179794,0.8876470158165235,0.07635274529457092,0.015179717913269997,0.01877915859222412,0.0007963614135007773,0.005601137835775946
coarse_v2,stokes_poiseuille,256,0.0,42,1.0,stokes_poiseuille_coarse_v2_obs256_noise000_seed42,0.011361989192664623,0.9332993330945019,0.05091308429837227,0.012023619376122952,1.7762184143066406e-05,5.353914015787469e-05,0.00024875608683179906
coarse_v2,stokes_poiseuille,128,0.0,42,0.5,stokes_poiseuille_coarse_v2_obs128_noise000_seed42,0.011470233090221882,0.9330661055887369,0.05126466974616051,0.012000290676951408,1.8715858459472656e-05,5.513290121663879e-05,0.0002511717343896159
coarse_v2,stokes_poiseuille,64,0.0,42,0.25,stokes_poiseuille_coarse_v2_obs64_noise000_seed42,0.011681872420012951,0.9344537941523156,0.048612676560878754,0.012699076905846596,2.2649765014648438e-05,5.44758945265649e-05,0.00023093524472987678
coarse_v2,stokes_poiseuille,32,0.0,42,0.125,stokes_poiseuille_coarse_v2_obs32_noise000_seed42,0.010765811428427696,0.9339774241413135,0.050170060247182846,0.011538960970938206,1.6689300537109375e-05,4.753851638022652e-05,0.00020801333613773793
coarse_v2,stokes_poiseuille,16,0.0,42,0.0625,stokes_poiseuille_coarse_v2_obs16_noise000_seed42,0.013691010884940624,0.9303570922546869,0.05384724959731102,0.014757242985069752,1.2695789337158203e-05,7.363012828809157e-05,0.00026788182386239083
coarse_v2,stokes_poiseuille,8,0.0,42,0.03125,stokes_poiseuille_coarse_v2_obs8_noise000_seed42,0.011519350111484528,0.9317951723992145,0.053330738097429276,0.011808180250227451,1.4424324035644531e-05,5.9792844304852926e-05,0.00021826580332331378
coarse_v2,stokes_poiseuille,256,0.05,42,1.0,stokes_poiseuille_coarse_v2_obs256_noise050_seed42,0.011180601082742214,0.9333511915541973,0.05086974427103996,0.012046710588037968,1.806020736694336e-05,5.357562025064254e-05,0.000462859563052319
coarse_v2,stokes_poiseuille,128,0.05,42,0.5,stokes_poiseuille_coarse_v2_obs128_noise050_seed42,0.011124237440526485,0.9332167526833659,0.05119393393397331,0.011783775873482227,1.9848346710205078e-05,5.6077112991691536e-05,0.0004571471321690427
coarse_v2,stokes_poiseuille,64,0.05,42,0.25,stokes_poiseuille_coarse_v2_obs64_noise050_seed42,0.011687945574522018,0.934525515084687,0.048553016036748886,0.012513098306953907,2.4437904357910156e-05,5.495921081598215e-05,0.00038529668475640206
coarse_v2,stokes_poiseuille,32,0.05,42,0.125,stokes_poiseuille_coarse_v2_obs32_noise050_seed42,0.010622338391840458,0.9342474066461284,0.04982192814350128,0.011373024433851242,1.7881393432617188e-05,4.687753640728268e-05,0.00032680138502293556
coarse_v2,stokes_poiseuille,16,0.05,42,0.0625,stokes_poiseuille_coarse_v2_obs16_noise050_seed42,0.013347376137971878,0.930525985846962,0.0535987988114357,0.014980573207139969,2.4318695068359375e-05,7.448215428887297e-05,0.0003777054920827122
coarse_v2,stokes_poiseuille,8,0.05,42,0.03125,stokes_poiseuille_coarse_v2_obs8_noise050_seed42,0.017852239310741425,0.928941656714507,0.05489441007375717,0.014496466144919395,1.1920928955078125e-05,5.1578378351802714e-05,0.0003525488564243711
coarse_v2,stokes_poiseuille,256,0.1,42,1.0,stokes_poiseuille_coarse_v2_obs256_noise100_seed42,0.011066306382417679,0.9333529941646669,0.05084723234176636,0.01214988436549902,1.823902130126953e-05,5.376754763348384e-05,0.0011158474104202936
coarse_v2,stokes_poiseuille,128,0.1,42,0.5,stokes_poiseuille_coarse_v2_obs128_noise100_seed42,0.010894418694078922,0.9332949138452542,0.051153168082237244,0.011681873351335526,2.110004425048828e-05,5.722512240698982e-05,0.0010843292162856606
coarse_v2,stokes_poiseuille,64,0.1,42,0.25,stokes_poiseuille_coarse_v2_obs64_noise100_seed42,0.012240908108651638,0.9343423669544277,0.04861324280500412,0.01266620121896267,2.8967857360839844e-05,5.575587789824602e-05,0.0008447282837229809
coarse_v2,stokes_poiseuille,32,0.1,42,0.125,stokes_poiseuille_coarse_v2_obs32_noise100_seed42,0.011542316526174545,0.934109052256109,0.04967278614640236,0.011597511358559132,1.9073486328125e-05,4.709517559194808e-05,0.0006961505345542013
coarse_v2,stokes_poiseuille,16,0.1,42,0.0625,stokes_poiseuille_coarse_v2_obs16_noise100_seed42,0.01540201622992754,0.9295987606138989,0.05377094820141792,0.016642803326249123,4.595518112182617e-05,7.693786705521556e-05,0.0007319683885300575
coarse_v2,stokes_poiseuille,8,0.1,42,0.03125,stokes_poiseuille_coarse_v2_obs8_noise100_seed42,0.02704588510096073,0.9228658532320643,0.05869169533252716,0.020349813625216484,1.1265277862548828e-05,5.083482244085592e-05,0.0008466615337311671
coarse_v2,stokes_poiseuille,256,0.15,42,1.0,stokes_poiseuille_coarse_v2_obs256_noise150_seed42,0.011009017936885357,0.9333120824833625,0.05083927884697914,0.012325689196586609,1.895427703857422e-05,5.401625867359673e-05,0.002205355510096727
coarse_v2,stokes_poiseuille,128,0.15,42,0.5,stokes_poiseuille_coarse_v2_obs128_noise150_seed42,0.010794045403599739,0.9332831516954825,0.051165319979190826,0.011700747534632683,2.2709369659423828e-05,5.8556477587362933e-05,0.002130548223119988
coarse_v2,stokes_poiseuille,64,0.15,42,0.25,stokes_poiseuille_coarse_v2_obs64_noise150_seed42,0.013290168717503548,0.9338963645975551,0.04882052168250084,0.013151347637176514,3.457069396972656e-05,5.702194815589951e-05,0.0016072454735220943
coarse_v2,stokes_poiseuille,32,0.15,42,0.125,stokes_poiseuille_coarse_v2_obs32_noise150_seed42,0.013347072526812553,0.9335451204700388,0.049793701618909836,0.012217503041028976,2.0444393157958984e-05,4.830222442238217e-05,0.0013159108937831454
coarse_v2,stokes_poiseuille,16,0.15,42,0.0625,stokes_poiseuille_coarse_v2_obs16_noise150_seed42,0.019173262640833855,0.9277315149431337,0.054336804896593094,0.019425906240940094,7.82012939453125e-05,8.109454032875278e-05,0.0013304582413147389
coarse_v2,stokes_poiseuille,8,0.15,42,0.03125,stokes_poiseuille_coarse_v2_obs8_noise150_seed42,0.03735024854540825,0.9140456686139098,0.06428775191307068,0.027441369369626045,1.2040138244628906e-05,5.911977491779697e-05,0.0016925578479019866
coarse_v2,stokes_poiseuille,256,0.2,42,1.0,stokes_poiseuille_coarse_v2_obs256_noise200_seed42,0.011007282882928848,0.9332152393688732,0.050869155675172806,0.012570899911224842,1.9729137420654297e-05,5.4269367809593565e-05,0.003728160235686362
coarse_v2,stokes_poiseuille,128,0.2,42,0.5,stokes_poiseuille_coarse_v2_obs128_noise200_seed42,0.010828537866473198,0.9331880912683898,0.05121757835149765,0.011841638013720512,2.4557113647460938e-05,6.0070262842384575e-05,0.0035922540235323232
coarse_v2,stokes_poiseuille,64,0.2,42,0.25,stokes_poiseuille_coarse_v2_obs64_noise200_seed42,0.014738935977220535,0.9332165697058075,0.04915629327297211,0.013936098664999008,4.279613494873047e-05,5.882242324792406e-05,0.002669952477187624
