matrix_name,case,num_observation,noise_std,seed,run_name,rel_l2,physics_rms,boundary_rms,structure_error,loss_std,loss_ratio,reliability_raw,reliability_raw_recal,physics_consistency_recal,training_stability_recal,numerical_accuracy_recal,structural_stability_recal,threshold_rel_l2,crosses_threshold
stokes_probability_boundary_v1,stokes_poiseuille,10,0.0,41,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise000_seed41,0.008055678568780422,0.031099053099751472,0.007307673804461956,2.9206275939941406e-06,1.9943359489663097e-05,0.00012582744164726486,0.9447279733457224,0.9976781020996971,0.9999900680321189,0.9951604968628343,0.9990865261487465,0.9964753173550889,0.015379,0
stokes_probability_boundary_v1,stokes_poiseuille,10,0.0,42,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise000_seed42,0.012097293511033058,0.05292448028922081,0.01218462735414505,1.1980533599853516e-05,6.568191067143724e-05,0.00021705129936067292,0.9318532777717581,0.9962955960416228,0.9999217627018442,0.994435190191582,0.9977283803885014,0.9930970508845633,0.015379,0
stokes_probability_boundary_v1,stokes_poiseuille,10,0.0,43,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise000_seed43,0.012427767738699913,0.04482660070061684,0.011409590020775795,5.185604095458984e-06,5.836794476745984e-05,0.0003427772615913248,0.9367002986359914,0.9966455136523056,0.9999436412433219,0.9932560274953253,0.9975528639974289,0.9958295218731463,0.015379,0
stokes_probability_boundary_v1,stokes_poiseuille,10,0.0,44,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise000_seed44,0.012104757130146027,0.04484926909208298,0.012289543636143208,1.2636184692382812e-05,7.3779167331278e-05,0.00025779549175823906,0.9365266447174718,0.9961184546304076,0.9999182129483203,0.9940773522937322,0.9977245585700861,0.9927536947094917,0.015379,0
stokes_probability_boundary_v1,stokes_poiseuille,10,0.0,45,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise000_seed45,0.009944693185389042,0.06277793645858765,0.010199198499321938,1.895427703857422e-05,7.112484734870743e-05,0.0002907413822334623,0.9257243252916973,0.9951956313036268,0.9999661995705936,0.9937714130973175,0.9986014445682485,0.9884434679783474,0.015379,0
stokes_probability_boundary_v1,stokes_poiseuille,10,0.05,41,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise050_seed41,0.009830819442868233,0.03201942890882492,0.009667625650763512,1.0192394256591797e-05,2.0730764198612173e-05,0.0003423027104803044,0.9435468487364088,0.9964560930755825,0.9999730352644386,0.9932609364002548,0.9986368891034403,0.9939535115341963,0.015379,0
stokes_probability_boundary_v1,stokes_poiseuille,10,0.05,42,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise050_seed42,0.012786190025508404,0.05299926549196243,0.01380822155624628,1.3709068298339844e-05,6.863112687783606e-05,0.0004058890404405044,0.9313015493369896,0.9954801426209167,0.9998444811865055,0.9925740000079408,0.9973471822442637,0.9921549070449567,0.015379,0
stokes_probability_boundary_v1,stokes_poiseuille,10,0.05,43,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise050_seed43,0.01869961805641651,0.04687512293457985,0.012965476140379906,6.198883056640625e-06,4.611775553051194e-05,0.0005316620868537211,0.9340053591118338,0.9940986557656023,0.9998911302033103,0.9910051599334914,0.9899946509507964,0.9955036819748111,0.015379,1
stokes_probability_boundary_v1,stokes_poiseuille,10,0.05,44,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise050_seed44,0.015615373849868774,0.04426608607172966,0.012630988843739033,1.3172626495361328e-05,7.261209972437665e-05,0.0003826990151113951,0.9360766151442333,0.9950463716348801,0.9999054992130224,0.9928321829517832,0.9949876067128186,0.9924601976618961,0.015379,1
stokes_probability_boundary_v1,stokes_poiseuille,10,0.05,45,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise050_seed45,0.011230109259486198,0.06288071721792221,0.010755310766398907,1.9311904907226562e-05,8.200291290551448e-05,0.00043658329151561773,0.9252716331870882,0.9946104120640775,0.9999572384548878,0.9922180609305474,0.9981314945359344,0.9881348543349404,0.015379,0
stokes_probability_boundary_v1,stokes_poiseuille,10,0.1,41,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise100_seed41,0.013837405480444431,0.03389350697398186,0.013226648792624474,2.86102294921875e-05,2.2201364328045007e-05,0.0009624130590859749,0.9412150072633766,0.9889493378326872,0.9998784087258372,0.9827361220301177,0.996639084334487,0.9765437362403069,0.015379,0
stokes_probability_boundary_v1,stokes_poiseuille,10,0.1,42,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise100_seed42,0.01691223867237568,0.05378517881035805,0.01817496120929718,1.537799835205078e-05,7.499809213024598e-05,0.0009106631519142287,0.9289067350107281,0.991865517937912,0.9990140222537337,0.9840292811283573,0.9932942567794495,0.9911245115901076,0.015379,1
stokes_probability_boundary_v1,stokes_poiseuille,10,0.1,43,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise100_seed43,0.026383163407444954,0.04983820766210556,0.017234977334737778,1.0073184967041016e-05,3.9286565784545336e-05,0.00126355699119716,0.9295931388034093,0.9780300344050147,0.9993373211382033,0.9729378668822242,0.9458382504589147,0.9940066991407167,0.015379,1
stokes_probability_boundary_v1,stokes_poiseuille,10,0.1,44,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise100_seed44,0.020169265568256378,0.0446004718542099,0.014779696241021156,2.092123031616211e-05,7.160083271562309e-05,0.0007776623811979113,0.9344565668613558,0.9898637496893428,0.9997654217119395,0.9869342300654362,0.9861130513037263,0.9866422956762692,0.015379,1
stokes_probability_boundary_v1,stokes_poiseuille,10,0.1,45,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise100_seed45,0.015625428408384323,0.06112990155816078,0.013755288906395435,2.3245811462402344e-05,8.81215661992318e-05,0.0008463754642340761,0.9250974491431729,0.9911207685636947,0.9998479068586786,0.9855046445298167,0.9949762743041927,0.984154248562091,0.015379,1
stokes_probability_boundary_v1,stokes_poiseuille,10,0.125,41,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise125_seed41,0.01620817929506302,0.035139091312885284,0.015206228010356426,4.172325134277344e-05,2.326259022478638e-05,0.0014244867967750927,0.9397355310826415,0.9749170910019019,0.9997190325186267,0.9656995416613405,0.9942740073931757,0.9399757824344648,0.015379,1
stokes_probability_boundary_v1,stokes_poiseuille,10,0.125,42,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise125_seed42,0.01965479366481304,0.054407622665166855,0.020888175815343857,1.627206802368164e-05,7.947100453680748e-05,0.001281156397011536,0.9272033975696985,0.986815059011342,0.9969012224451984,0.97222371441555,0.9876168532039916,0.990518445980628,0.015379,1
stokes_probability_boundary_v1,stokes_poiseuille,10,0.125,43,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise125_seed43,0.030474551022052765,0.051669642329216,0.019936703145503998,1.3470649719238281e-05,3.805162214758948e-05,0.0018257804159204963,0.9268046129147555,0.9507823634984764,0.9979252132858812,0.9389442583661903,0.8739679051462351,0.9922920771955992,0.015379,1
stokes_probability_boundary_v1,stokes_poiseuille,10,0.125,44,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise125_seed44,0.02265212871134281,0.04512163624167442,0.016341466456651688,2.777576446533203e-05,7.122415464063002e-05,0.0010756128606885433,0.9332558897235688,0.9832358940752904,0.9995458425242267,0.9795421950443726,0.9759280165494884,0.977927522183074,0.015379,1
stokes_probability_boundary_v1,stokes_poiseuille,10,0.125,45,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise125_seed45,0.018406232818961143,0.06127685308456421,0.015833601355552673,2.6702880859375e-05,9.125696898372066e-05,0.001159777927960351,0.9239358194696901,0.9866642127068297,0.9996336121760253,0.9768035244424902,0.9906298184575886,0.9795898957512147,0.015379,1
stokes_probability_boundary_v1,stokes_poiseuille,10,0.15,41,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise150_seed41,0.01870938017964363,0.036560751497745514,0.017262103036046028,5.7578086853027344e-05,2.4470835302278163e-05,0.0019878749122558166,0.9380750548490149,0.9351169437853901,0.9993296781614625,0.9235405603505502,0.9899727991714335,0.827624737458114,0.015379,1
stokes_probability_boundary_v1,stokes_poiseuille,10,0.15,42,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise150_seed42,0.022653983905911446,0.055196601897478104,0.023803023621439934,1.7404556274414062e-05,8.48557091509381e-05,0.0017305610502833346,0.9251958407598581,0.9754297643543355,0.9894784224465398,0.9466308416137335,0.9759181761191933,0.9896916172378751,0.015379,1
stokes_probability_boundary_v1,stokes_poiseuille,10,0.15,43,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise150_seed43,0.034673236310482025,0.053738705813884735,0.022865349426865578,1.811981201171875e-05,3.836194052079929e-05,0.00251368556872935,0.9236246684586886,0.8899061371540388,0.9928882647050497,0.8487729326979211,0.7288303016595361,0.9891330495536483,0.015379,1
stokes_probability_boundary_v1,stokes_poiseuille,10,0.15,44,stokes_poiseuille_stokes_probability_boundary_v1_obs10_noise150_seed44,0.025220129638910294,0.045857883989810944,0.01812126114964485,3.629922866821289e-05,7.08974002919888e-05,0.0014397621026022126,0.9318244388360722,0.9702260244092975,0.9990361486232434,0.9649240947584633,0.9578170149442758,0.9591268393112073,0.015379,1
