label,num_observation,noise_std,n_seed,rel_l2_mean,rel_l2_std,rel_l2_min,rel_l2_max,reliability_raw_mean,reliability_raw_std,structure_error_mean,structure_error_std,crosses_threshold_count,crosses_threshold_rate
obs128_noise050,128,0.05,30,0.021166455838829278,0.013634909872786052,0.008737913332879543,0.07000181078910828,0.9164654760023901,0.03452921329670145,0.0009698490301767985,0.0016713372979852324,0,0.0
obs16_noise150,16,0.15,30,0.054320397414267065,0.01979354282623564,0.026633845642209053,0.1093771904706955,0.8921447046571108,0.02478052271932915,0.004144912958145142,0.0044091028618309875,0,0.0
obs16_noise200,16,0.2,30,0.06807290601233641,0.025452710974068683,0.038018833845853806,0.14324074983596802,0.8682439354181992,0.03476476770096582,0.006214348475138346,0.006822676297296188,0,0.0
obs256_noise000,256,0.0,30,0.01687812296052774,0.00779146741753809,0.008936354890465736,0.039096616208553314,0.9259056515387912,0.01197664463724597,0.0004937171936035157,0.0006593412169276432,0,0.0
obs32_noise100,32,0.1,30,0.030266540000836055,0.012113144101790213,0.01717406138777733,0.07210148125886917,0.9146978376968103,0.019534476621822804,0.0014798343181610107,0.0018633014588103276,0,0.0
obs64_noise100,64,0.1,30,0.023975919124980767,0.010337891790858754,0.013647099956870079,0.07200101017951965,0.9193692277467019,0.021416072448550698,0.0007580896218617757,0.0010659900227999546,0,0.0
obs8_noise150,8,0.15,30,0.07130329354355733,0.026963095376580277,0.02524142898619175,0.13523589074611664,0.8721939268498718,0.031311312325636845,0.00844365159670512,0.008008885609483577,0,0.0
obs8_noise200,8,0.2,30,0.09078438052286704,0.0353062012993449,0.03121866099536419,0.17233635485172272,0.8365299367672153,0.04851440218746549,0.013056337833404541,0.011429798125887567,0,0.0
