probe_name,case,label,num_observation,noise_std,seed,run_name,rel_l2,reliability_raw,physics_rms,boundary_rms,structure_error,loss_std,loss_ratio,threshold_rel_l2,crosses_threshold
keypoints_v2_heat_equation,heat_equation,safe_clean_obs256_noise000,256,0.0,1,heat_equation_keypoints_v2_heat_equation_obs256_noise000_seed1,0.009420432150363922,0.9400068719137091,0.04002167284488678,0.010112501680850983,8.106231689453125e-05,3.082669773353905e-05,0.0004785801615119974,0.03,0
keypoints_v2_heat_equation,heat_equation,safe_clean_obs256_noise000,256,0.0,2,heat_equation_keypoints_v2_heat_equation_obs256_noise000_seed2,0.012077617458999157,0.930461335522683,0.05488741397857666,0.012606439180672169,0.00013935565948486328,6.498204453481469e-05,0.0008730168256933802,0.03,0
keypoints_v2_heat_equation,heat_equation,safe_clean_obs256_noise000,256,0.0,3,heat_equation_keypoints_v2_heat_equation_obs256_noise000_seed3,0.037368882447481155,0.9081720493095329,0.06807611882686615,0.02289396896958351,0.002561509609222412,0.0017273463951659575,0.0026815693584761402,0.03,1
keypoints_v2_heat_equation,heat_equation,safe_clean_obs256_noise000,256,0.0,4,heat_equation_keypoints_v2_heat_equation_obs256_noise000_seed4,0.011096693575382233,0.9338274916024292,0.05064740777015686,0.010671441443264484,4.082918167114258e-05,3.411368486915276e-05,0.0006236134473077365,0.03,0
keypoints_v2_heat_equation,heat_equation,safe_clean_obs256_noise000,256,0.0,5,heat_equation_keypoints_v2_heat_equation_obs256_noise000_seed5,0.021922225132584572,0.9121015727093563,0.07286305725574493,0.016780411824584007,0.0006806254386901855,0.0006745611915246169,0.0013869138138452135,0.03,0
keypoints_v2_heat_equation,heat_equation,safe_clean_obs256_noise000,256,0.0,6,heat_equation_keypoints_v2_heat_equation_obs256_noise000_seed6,0.013194174505770206,0.9317031715597075,0.052026960998773575,0.014410206116735935,0.0002078413963317871,4.130374996911104e-05,0.0009985321643683751,0.03,0
keypoints_v2_heat_equation,heat_equation,safe_clean_obs256_noise000,256,0.0,7,heat_equation_keypoints_v2_heat_equation_obs256_noise000_seed7,0.039096616208553314,0.8758819973271872,0.052135296165943146,0.022367335855960846,0.0020413994789123535,0.008473637646170745,0.0012526699968700063,0.03,1
keypoints_v2_heat_equation,heat_equation,safe_clean_obs256_noise000,256,0.0,8,heat_equation_keypoints_v2_heat_equation_obs256_noise000_seed8,0.012634106911718845,0.9331842597844187,0.05028189346194267,0.013030923902988434,0.00018745660781860352,5.0653403354468354e-05,0.0008407152604022181,0.03,0
keypoints_v2_heat_equation,heat_equation,safe_clean_obs256_noise000,256,0.0,9,heat_equation_keypoints_v2_heat_equation_obs256_noise000_seed9,0.01837274804711342,0.9208136010448641,0.06514924764633179,0.015813753008842468,0.0004010200500488281,0.00012685959992442074,0.0014708845747622764,0.03,0
keypoints_v2_heat_equation,heat_equation,safe_clean_obs256_noise000,256,0.0,10,heat_equation_keypoints_v2_heat_equation_obs256_noise000_seed10,0.008936354890465736,0.9371364055946036,0.04655494913458824,0.00811776239424944,0.0001679062843322754,2.0777104874120958e-05,0.00048568887917516487,0.03,0
