matrix_name,case,num_observation,noise_std,seed,observation_ratio,run_name,rel_l2,reliability_raw,physics_rms,boundary_rms,structure_error,loss_std,loss_ratio
coarse_v2_heat,heat_equation,256,0.0,42,1.0,heat_equation_coarse_v2_heat_obs256_noise000_seed42,0.016142306849360466,0.9295747527029522,0.049175672233104706,0.012576439417898655,0.00020653009414672852,0.0017090774258904388,0.0009796652561443497
coarse_v2_heat,heat_equation,128,0.0,42,0.5,heat_equation_coarse_v2_heat_obs128_noise000_seed42,0.011214087717235088,0.9338149482391472,0.050533197820186615,0.010909893549978733,4.863739013671875e-05,3.883831777740037e-05,0.00058830998561653
coarse_v2_heat,heat_equation,64,0.0,42,0.25,heat_equation_coarse_v2_heat_obs64_noise000_seed42,0.009883049875497818,0.9345979980068894,0.04991224780678749,0.010110690258443356,7.790327072143555e-05,4.0909650681621774e-05,0.0004671369643156607
coarse_v2_heat,heat_equation,32,0.0,42,0.125,heat_equation_coarse_v2_heat_obs32_noise000_seed42,0.012665235437452793,0.9326077495532603,0.05170835554599762,0.011821062304079533,0.0001207590103149414,4.083393226688364e-05,0.0006586366641000683
coarse_v2_heat,heat_equation,16,0.0,42,0.0625,heat_equation_coarse_v2_heat_obs16_noise000_seed42,0.012608377262949944,0.9313716288666569,0.05354411527514458,0.012206758372485638,0.00011557340621948242,4.27767266363884e-05,0.0006563144087502399
coarse_v2_heat,heat_equation,8,0.0,42,0.03125,heat_equation_coarse_v2_heat_obs8_noise000_seed42,0.05107975751161575,0.8936335023572386,0.05270589888095856,0.024152111262083054,0.0059185028076171875,0.006015448614216288,0.003548462060740409
coarse_v2_heat,heat_equation,256,0.05,42,1.0,heat_equation_coarse_v2_heat_obs256_noise050_seed42,0.03912583738565445,0.9026657780287942,0.049528006464242935,0.01981700211763382,0.0021044015884399414,0.00578648677550636,0.0023463331640581823
coarse_v2_heat,heat_equation,128,0.05,42,0.5,heat_equation_coarse_v2_heat_obs128_noise050_seed42,0.012747932225465775,0.9336430575934359,0.05035680904984474,0.010718089528381824,7.700920104980469e-05,4.4301908386381186e-05,0.0015585533919278908
coarse_v2_heat,heat_equation,64,0.05,42,0.25,heat_equation_coarse_v2_heat_obs64_noise050_seed42,0.014979451894760132,0.9329582782357353,0.049238983541727066,0.011463592760264874,0.0007616281509399414,0.00039725272489774135,0.0013638972303999797
coarse_v2_heat,heat_equation,32,0.05,42,0.125,heat_equation_coarse_v2_heat_obs32_noise050_seed42,0.01706928201019764,0.930774845767871,0.0528077594935894,0.012225796468555927,0.0003998279571533203,0.00011573284295670538,0.0013209223205135848
coarse_v2_heat,heat_equation,16,0.05,42,0.0625,heat_equation_coarse_v2_heat_obs16_noise050_seed42,0.0249320175498724,0.8816370134164524,0.05628064647316933,0.016783731058239937,0.0005125999450683594,0.008181203782096231,0.0017512048322756756
coarse_v2_heat,heat_equation,8,0.05,42,0.03125,heat_equation_coarse_v2_heat_obs8_noise050_seed42,0.05887146666646004,0.9124897239343313,0.05490797758102417,0.020517004653811455,0.0060498714447021484,0.001334327487023385,0.0016935654901803912
coarse_v2_heat,heat_equation,256,0.1,42,1.0,heat_equation_coarse_v2_heat_obs256_noise100_seed42,0.01529498491436243,0.9313535751192623,0.05257999897003174,0.01248390506953001,0.00020682811737060547,3.285415733159158e-05,0.00397739087966954
coarse_v2_heat,heat_equation,128,0.1,42,0.5,heat_equation_coarse_v2_heat_obs128_noise100_seed42,0.05852162837982178,0.8873719792656067,0.05197316035628319,0.024575771763920784,0.005434274673461914,0.006543496612026639,0.0056796433584492935
coarse_v2_heat,heat_equation,64,0.1,42,0.25,heat_equation_coarse_v2_heat_obs64_noise100_seed42,0.018323322758078575,0.9322032455954193,0.050384271889925,0.011286207474768162,0.0009968280792236328,5.1157929471130574e-05,0.003666854281702706
coarse_v2_heat,heat_equation,32,0.1,42,0.125,heat_equation_coarse_v2_heat_obs32_noise100_seed42,0.029248954728245735,0.9250336217457805,0.05704887956380844,0.01306686270982027,0.0013628602027893066,4.183564508782318e-05,0.0032880898375866946
coarse_v2_heat,heat_equation,16,0.1,42,0.0625,heat_equation_coarse_v2_heat_obs16_noise100_seed42,0.02739478088915348,0.9210933915524525,0.06295444071292877,0.013827781192958355,0.0005775690078735352,5.5651767543004265e-05,0.0025479638347863805
coarse_v2_heat,heat_equation,8,0.1,42,0.03125,heat_equation_coarse_v2_heat_obs8_noise100_seed42,0.03574754670262337,0.9222228293848297,0.05859362706542015,0.013242305256426334,0.0019124746322631836,3.9682807740288335e-05,0.0016830210812472492
